Bus,,,,,,,,,,,,,,,,,,,,,,,
Number,Name,SubNumber,AreaName,NomkV,BusCat,Vpu,kV,Vangle,LoadMW,SubIDExtra,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,City,County,State,SubLatitude,SubLongitude
200437,PLEASANT HILL 6 1,9524,MO,138,PQ,1.00944,139.303,-7.24,5.3,9524,1.1,,,,0,0,10,1,Oscoda,Iosco County,Michigan,38.75,-94.24
200438,LEES SUMMIT 2 1,9525,MO,138,PQ,1.00213,138.295,-7.58,15.3,9525,5.3,,,,0,0,10,1,Oscoda,Iosco County,Michigan,38.88,-94.34
200439,LEES SUMMIT 3 1,9526,MO,138,PQ,1.0008,138.11,-6.9,5.3,9526,1.7,,,,0,0,10,1,Oscoda,Iosco County,Michigan,38.87,-94.41
200440,RAYMORE 1 1,9527,MO,138,PQ,1.00501,138.691,-6.79,6.9,9527,1.7,,,,0,0,10,1,Oscoda,Iosco County,Michigan,38.8,-94.47
200441,RAYMORE 2 1,9528,MO,138,PQ,1.00268,138.37,-6.49,8.9,9528,1.9,,,,0,0,10,1,Oscoda,Iosco County,Michigan,38.84,-94.5
200442,RICHMOND 8 1,9529,MO,138,PQ,1.00625,138.862,-21.92,4.4,9529,1.4,,,,0,0,10,1,Oscoda,Iosco County,Michigan,39.32,-93.92
200443,RICHMOND 9 1,9530,MO,138,PQ,1.00582,138.803,-21.87,10.1,9530,1.6,,,,0,0,10,1,Osgood,Palo Alto County,Iowa,39.35,-93.87
200444,LEES SUMMIT 4 1,9531,MO,138,PQ,1.00397,138.548,-7.52,14.9,9531,8.4,,,,0,0,10,1,Osgood,Palo Alto County,Iowa,38.82,-94.32
200445,LEES SUMMIT 5 1,9532,MO,138,PQ,1.00379,138.523,-7.56,10.7,9532,2.1,,,,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,38.83,-94.36
200446,LEES SUMMIT 6 1,9533,MO,138,PQ,1.00048,138.067,-7.48,14.1,9533,8,,,,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,38.9,-94.38
200447,SMITHVILLE 1 1,9534,MO,138,PQ,1.01583,140.185,-7.12,8.5,9534,2.5,,,2.66,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,39.44,-94.59
200448,SMITHVILLE 2 1,9535,MO,138,PQ,1.01583,140.185,-7,10.8,9535,1.6,,,21.45,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,39.4,-94.64
200449,WARRENSBURG 1 1,9536,MO,138,PQ,1.00438,138.605,-23.53,9.5,9536,2.7,,,,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,38.82,-93.76
200450,WARRENSBURG 2 1,9537,MO,138,PQ,1.00329,138.454,-23.8,9,9537,2,,,,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,38.73,-93.76
200451,WARRENSBURG 3 1,9538,MO,161,PQ,1.01954,164.147,11.25,8.1,9538,1,,,,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,38.84,-93.79
200452,WARRENSBURG 4 1,9539,MO,138,PQ,1.00524,138.724,-22.95,10,9539,3.4,,,,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,38.87,-93.83
200453,WESTON 1 1,9540,MO,138,PQ,1.00781,139.078,-6.3,4.9,9540,2.6,,,,0,0,10,1,Oshkosh,Garden County,Nebraska,39.52,-94.86
200454,KANSAS CITY 1 1,9541,MO,138,PQ,1.01637,140.26,-10.13,22.1,9541,6.1,,,60.58,0,0,10,1,Oshkosh,Garden County,Nebraska,39.09,-94.5
200455,KANSAS CITY 2 1,9542,MO,138,PQ,1.01397,139.927,0.17,5.6,9542,1,,,,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,39.03,-94.65
200456,KANSAS CITY 3 1,9543,MO,138,PQ,1.01433,139.977,1.21,,9543,,,,,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,39.09,-94.65
200457,KANSAS CITY 3 2,9543,MO,115,PQ,1.01154,116.327,4.62,8.3,9543,1.6,,,,0,0,10,1,Oshkosh,Winnebago County,Wisconsin,39.09,-94.65
200458,KANSAS CITY 6 1,9544,MO,138,PQ,1.00068,138.093,-5.48,11.6,9544,2.4,,,,0,0,10,1,Oskaloosa,Mahaska County,Iowa,38.85,-94.6
200459,KANSAS CITY 7 1,9545,MO,138,PQ,1.00621,138.857,-2.79,39.6,9545,6.7,,,,0,0,10,1,Oskaloosa,Mahaska County,Iowa,38.99,-94.6
200460,KANSAS CITY 8 1,9546,MO,138,PQ,1.00623,138.86,-9.79,10.5,9546,3.9,,,,0,0,10,1,Oskaloosa,Jefferson County,Kansas,39.2,-94.55
200461,KANSAS CITY 9 1,9547,MO,138,PQ,1.01266,139.747,-8.93,16,9547,8.3,,,,0,0,10,1,Osseo,Hennepin County,Minnesota,39.26,-94.57
200462,KANSAS CITY 10 1,9548,MO,138,PQ,1.01218,139.681,0.5,31,9548,8.8,,,,0,0,10,1,Osseo,Hillsdale County,Michigan,39.18,-94.64
200463,KANSAS CITY 13 1,9549,MO,138,PQ,1.01588,140.191,-8.59,5.5,9549,1.5,,,51.6,0,0,10,1,Ossian,Wells County,Indiana,39.29,-94.58
200464,KANSAS CITY 14 1,9550,MO,138,PQ,1.00171,138.236,-10.84,23.8,9550,4.6,,,,0,0,10,1,Ossian,Wells County,Indiana,39.2,-94.47
200465,KANSAS CITY 15 1,9551,MO,138,PQ,1.0094,139.297,-9.33,9.7,9551,3.5,,,,0,0,10,1,Ossian,Wells County,Indiana,39.26,-94.54
200466,KANSAS CITY 17 1,9552,MO,138,PQ,1.00422,138.583,-10.22,26.6,9552,9.6,,,,0,0,10,1,Osterdock,Clayton County,Iowa,39.14,-94.53
200467,KANSAS CITY 18 1,9553,MO,138,PQ,1.00611,138.843,-10.17,20.4,9553,6.8,,,,0,0,10,1,Osterdock,Clayton County,Iowa,39.14,-94.48
200468,KANSAS CITY 19 1,9554,MO,138,PQ,1.01074,139.482,-1.92,15.8,9554,3.1,,,,0,0,10,1,Oswald,Richland County,North Dakota,39.06,-94.57
200469,KANSAS CITY 21 1,9555,MO,138,PQ,1.01298,139.791,-1.19,42.9,9555,15.2,,,,0,0,10,1,Oswego,Kendall County,Illinois,39.1,-94.57
200470,KANSAS CITY 22 1,9556,MO,138,PQ,1.00311,138.43,-4.7,9.4,9556,2.5,,,,0,0,10,1,Oswego,Kendall County,Illinois,38.93,-94.56
200471,KANSAS CITY 23 1,9557,MO,138,PQ,1.00632,138.873,-5.59,13.8,9557,7,,,,0,0,10,1,Oswego,Kendall County,Illinois,39.02,-94.54
200472,KANSAS CITY 24 1,9558,MO,138,PQ,1.0027,138.373,-8.35,20,9558,3.2,,,,0,0,10,1,Oswego,Kendall County,Illinois,38.97,-94.44
200473,KANSAS CITY 25 1,9559,MO,138,PQ,1.00075,138.104,-8.06,26.5,9559,6.8,,,,0,0,10,1,Oswego,Kendall County,Illinois,38.96,-94.39
200474,KANSAS CITY 26 1,9560,MO,138,PQ,1.00541,138.747,-6.59,32,9560,8.4,,,,0,0,10,1,Oswego,Kendall County,Illinois,39.03,-94.48
200475,KANSAS CITY 27 1,9561,MO,138,PQ,1.00137,138.189,-6.6,22.6,9561,4,,,,0,0,10,1,Oswego,Kendall County,Illinois,38.88,-94.47
200476,KANSAS CITY 28 1,9562,MO,138,PQ,1.00123,138.169,-5.73,18.6,9562,3.7,,,,0,0,10,1,Oswego,Kendall County,Illinois,38.89,-94.5
200477,KANSAS CITY 29 1,9563,MO,138,PQ,1.00574,138.793,-7.01,7.4,9563,1.7,,,,0,0,10,1,Oswego,Labette County,Kansas,39.01,-94.46
200478,KANSAS CITY 30 1,9564,MO,138,PQ,1.00398,138.549,-7.85,22.4,9564,1.3,,,,0,0,10,1,Osyka,Pike County,Mississippi,38.97,-94.47
200479,KANSAS CITY 31 1,9565,MO,138,PQ,1.0011,138.151,-6.36,14.8,9565,3,,,,0,0,10,1,Otis,Rush County,Kansas,38.9,-94.47
200480,KANSAS CITY 32 1,9566,MO,345,PQ,1.01877,351.476,12.45,,9566,,,,,0,0,10,1,Otisco,Waseca County,Minnesota,38.95,-94.34
200481,KANSAS CITY 32 2,9566,MO,161,PQ,1.01587,163.555,13.02,31.7,9566,11.7,,,,0,0,10,1,Otisco,Clark County,Indiana,38.95,-94.34
200482,KANSAS CITY 33 1,9567,MO,138,PQ,1.01169,139.614,0.43,13.6,9567,2.8,,,,0,0,10,1,Otisco,Clark County,Indiana,39.22,-94.64
200483,KANSAS CITY 34 1,9568,MO,138,PQ,1.00418,138.577,-10.09,27.3,9568,12.6,,,,0,0,10,1,Otisville,Genesee County,Michigan,39.17,-94.54
200484,KANSAS CITY 35 1,9569,MO,138,PQ,1.00954,139.316,0.22,16.4,9569,6.6,,,,0,0,10,1,Otisville,Genesee County,Michigan,39.2,-94.73
200485,KANSAS CITY 36 1,9570,MO,138,PQ,1.01588,140.192,-7.97,13.1,9570,1.7,,,4.89,0,0,10,1,Otsego,Wright County,Minnesota,39.31,-94.67
200486,KANSAS CITY 37 1,9571,MO,138,PQ,1.0159,140.194,-8.94,8.8,9571,4.4,,,6.63,0,0,10,1,Otsego,Wright County,Minnesota,39.32,-94.53
200487,KANSAS CITY 38 1,9572,MO,138,PQ,1.01037,139.431,-9.22,13.5,9572,6.4,,,,0,0,10,1,Otsego,Allegan County,Michigan,39.24,-94.56
200488,KANSAS CITY 39 1,9573,MO,138,PQ,1.00865,139.194,-9.42,11.2,9573,3.4,,,,0,0,10,1,Otsego,Allegan County,Michigan,39.27,-94.49
200489,ALBANY 2 1,9574,MO,138,PQ,1.0036,138.497,-5.24,4.9,9574,0.1,,,,0,0,10,1,Otsego,Allegan County,Michigan,40.26,-94.28
200490,BETHANY 4 1,9575,MO,138,PQ,1.00199,138.275,-9.96,5.8,9575,0.3,,,,0,0,10,1,Otsego,Allegan County,Michigan,40.23,-94.04
200491,BETHANY 5 1,9576,MO,138,PQ,1.00328,138.453,-11.61,3.2,9576,0.1,,,,0,0,10,1,Otsego,Allegan County,Michigan,40.3,-93.98
200492,CAMERON 5 1,9577,MO,138,PQ,1.00293,138.404,-9.9,12.2,9577,0.4,,,,0,0,10,1,Otsego,Allegan County,Michigan,39.77,-94.19
200493,CAMERON 6 1,9578,MO,138,PQ,1.00487,138.672,-8.96,6.6,9578,2.3,,,,0,0,10,1,Otsego,Kalamazoo County,Michigan,39.78,-94.28
200494,GOWER 1,9579,MO,138,PQ,1.01583,140.185,-7.27,5.8,9579,0.6,,,0.99,0,0,10,1,Ottawa,LaSalle County,Illinois,39.53,-94.67
200495,GRANT CITY 1,9580,MO,138,PQ,1.00534,138.737,0.86,,9580,,,,,0,0,10,1,Ottawa,LaSalle County,Illinois,40.53,-94.4
200496,GRANT CITY 2,9580,MO,69,PQ,1.00024,69.016,1.95,2.9,9580,1.6,,,12.34,0,0,10,1,Ottawa,LaSalle County,Illinois,40.53,-94.4
200497,LATHROP 1,9581,MO,138,PQ,1.00813,139.122,-8.75,6.5,9581,2.3,,,,0,0,10,1,Ottawa,Franklin County,Kansas,39.59,-94.3
200498,MARYVILLE 3 1,9582,MO,138,PQ,1.00298,138.411,1.03,7.5,9582,3.3,,,,0,0,10,1,Ottawa,Franklin County,Kansas,40.4,-94.96
200499,MARYVILLE 4 1,9583,MO,138,PQ,1.00285,138.393,1.3,7.4,9583,3,,,,0,0,10,1,Ottawa,Franklin County,Kansas,40.38,-94.82
200500,MARYVILLE 5 1,9584,MO,138,PQ,1.00198,138.273,3.01,12.9,9584,2.4,,,,0,0,10,1,Ottawa,Franklin County,Kansas,40.28,-94.88
200501,MAYSVILLE 1 1,9585,MO,138,PQ,1.00541,138.746,-7.85,5.7,9585,1.3,,,0,0,0,10,1,Ottawa,Franklin County,Kansas,39.94,-94.31
200502,MOUND CITY 1 1,9586,MO,138,PQ,0.99964,137.951,7.44,4.7,9586,0.6,,,,0,0,10,1,Ottawa,Franklin County,Kansas,40.25,-95.14
200503,OREGON 4 1,9587,MO,138,PQ,0.99977,137.968,3.66,3.4,9587,1,,,,0,0,10,1,Ottawa,Franklin County,Kansas,39.94,-95.14
200504,PLATTSBURG 1,9588,MO,138,PQ,1.00537,138.741,-7.96,8,9588,2.2,,,,0,0,10,1,Ottawa,LaSalle County,Illinois,39.69,-94.49
200505,RIDGEWAY 1,9589,MO,138,PQ,1.00499,138.689,-11.55,,9589,,,,,0,0,10,1,Ottawa,LaSalle County,Illinois,40.42,-93.9
200506,RIDGEWAY 2,9589,MO,69,PQ,1.00337,69.233,-9.99,3,9589,1.3,,,,0,0,10,1,Ottawa,LaSalle County,Illinois,40.42,-93.9
200507,SAVANNAH 1 1,9590,MO,138,PQ,1.00039,138.054,-1.92,3.3,9590,1,,,26.12,0,0,10,1,Ottawa,LaSalle County,Illinois,39.95,-94.81
200508,SAVANNAH 2 1,9591,MO,138,PQ,1.00035,138.049,-0.65,10.6,9591,3.3,,,5.34,0,0,10,1,Ottawa,LaSalle County,Illinois,40.01,-94.79
200509,STANBERRY 1 1,9592,MO,138,PQ,1.0069,138.953,-0.66,5.6,9592,0.7,,,,0,0,10,1,Ottawa,LaSalle County,Illinois,40.29,-94.58
200510,TARKIO 1,9593,MO,138,PQ,1.00759,139.047,14.28,,9593,,,,,0,0,10,1,Ottawa,LaSalle County,Illinois,40.42,-95.34
200511,TARKIO 2,9593,MO,115,PQ,1.00611,115.702,15.91,1.9,9593,0.6,,,,0,0,10,1,Ottawa,LaSalle County,Illinois,40.42,-95.34
200512,SAINT JOSEPH 6 1,9594,MO,138,PQ,0.9981,137.738,-5.43,4.2,9594,0.5,,,,0,0,10,1,Ottawa,Franklin County,Kansas,39.82,-94.92
200513,SAINT JOSEPH 7 1,9595,MO,138,PQ,1.00122,138.169,-6.31,16.8,9595,4.9,,,,0,0,10,1,Otter Lake,Lapeer County,Michigan,39.64,-94.93
200514,SAINT JOSEPH 8 1,9596,MO,138,PQ,0.99822,137.755,-5.39,5.4,9596,0.8,,,,0,0,10,1,Otterbein,Benton County,Indiana,39.8,-94.87
200515,SAINT JOSEPH 9 1,9597,MO,138,PQ,0.99889,137.846,-3.75,12.5,9597,5.1,,,,0,0,10,1,Otterbein,Benton County,Indiana,39.86,-94.76
200516,SAINT JOSEPH 10 1,9598,MO,138,PQ,0.9981,137.738,-4.83,7,9598,1.2,,,,0,0,10,1,Otto,Faulkner County,Arkansas,39.83,-94.84
200517,SAINT JOSEPH 11 1,9599,MO,138,PQ,0.99821,137.753,-5.98,34.3,9599,0.9,,,,0,0,10,1,Otto,Faulkner County,Arkansas,39.74,-94.82
200518,SAINT JOSEPH 12 1,9600,MO,138,PQ,0.99863,137.81,-4.57,8.7,9600,2.1,,,,0,0,10,1,Ottumwa,Wapello County,Iowa,39.8,-94.75
200519,SAINT JOSEPH 13 1,9601,MO,138,PQ,1.00044,138.061,-6.3,7.4,9601,1.5,,,,0,0,10,1,Ottumwa,Wapello County,Iowa,39.65,-94.77
200520,CHILLICOTHE 1 1,9602,MO,138,PQ,1.0048,138.663,-20.47,6.7,9602,0.4,,,,0,0,10,1,Ottumwa,Wapello County,Iowa,39.67,-93.58
200521,CHILLICOTHE 2 1,9603,MO,138,PQ,1.0039,138.539,-19.47,8.6,9603,3.2,,,,0,0,10,1,Ottumwa,Wapello County,Iowa,39.82,-93.52
200522,BOSWORTH 1,9604,MO,138,PQ,1.00562,138.776,-23.26,2.9,9604,0.6,,,,0,0,10,1,Ottumwa,Wapello County,Iowa,39.44,-93.23
200523,BRAYMER 1,9605,MO,138,PQ,1.00541,138.747,-21.38,3.7,9605,0.8,,,,0,0,10,1,Ottumwa,Wapello County,Iowa,39.56,-93.75
200524,BROOKFIELD 6 1,9606,MO,138,PQ,1.01474,140.034,-34.03,6.4,9606,2.8,,,,0,0,10,1,Ottumwa,Wapello County,Iowa,39.76,-93
200525,BROOKFIELD 7 1,9607,MO,138,PQ,1.01429,139.972,-34.15,5.4,9607,0.5,,,,0,0,10,1,Ottumwa,Coffey County,Kansas,39.8,-93.11
200526,CARROLLTON 3 1,9608,MO,138,PQ,1.00618,138.853,-24.22,4.8,9608,1.6,,,,0,0,10,1,Ottumwa,Coffey County,Kansas,39.29,-93.43
200527,HALE 1 1,9609,MO,138,PQ,1.00492,138.679,-21.83,2.5,9609,0.4,,,,0,0,10,1,Ottumwa,Coffey County,Kansas,39.58,-93.4
200528,HAMILTON 7 1,9610,MO,138,PQ,1.0014,138.193,-10.87,3.3,9610,1.1,,,,0,0,10,1,Ottumwa,Coffey County,Kansas,39.7,-93.98
200529,JAMESPORT 1,9611,MO,138,PQ,1.00036,138.049,-15.81,3.4,9611,0.9,,,,0,0,10,1,Otwell,Pike County,Indiana,39.99,-93.74
200530,MARCELINE 1 1,9612,MO,138,PQ,1.01518,140.094,-34,3.7,9612,0.5,,,,0,0,10,1,Otwell,Pike County,Indiana,39.75,-92.88
200531,MARCELINE 2 1,9613,MO,138,PQ,1.01639,140.262,-33.72,3.9,9613,0.4,,,,0,0,10,1,Otwell,Pike County,Indiana,39.63,-92.93
200532,PRINCETON 6 1,9614,MO,138,PQ,1.00689,138.95,-17.3,4.4,9614,1.2,,,,0,0,10,1,Overland Park,Johnson County,Kansas,40.38,-93.52
200533,PRINCETON 7 1,9615,MO,138,PQ,1.00418,138.577,-14.17,1.2,9615,0.5,,,,0,0,10,1,Overland Park,Johnson County,Kansas,40.37,-93.68
200534,TRENTON 11 1,9616,MO,138,PQ,1.0043,138.593,-17.28,4.4,9616,0.9,,,,0,0,10,1,Overland Park,Johnson County,Kansas,40.13,-93.59
200535,HARRISONVILLE 1 1,9617,MO,138,PQ,1.01184,139.634,-7.16,8.6,9617,2.2,,,,0,0,10,1,Overland Park,Johnson County,Kansas,38.71,-94.42
200536,HARRISONVILLE 2 1,9618,MO,138,PQ,1.01227,139.694,-6.82,8.2,9618,0.8,,,,0,0,10,1,Overland Park,Johnson County,Kansas,38.61,-94.32
200537,HARRISONVILLE 3 1,9619,MO,138,PQ,1.01157,139.596,-7.01,7.3,9619,2,,,,0,0,10,1,Overland Park,Johnson County,Kansas,38.64,-94.29
200538,ADRIAN 1 1,9620,MO,138,PQ,1.0105,139.449,-5.48,8.5,9620,1.2,,,0,0,0,10,1,Overland Park,Johnson County,Kansas,38.44,-94.42
200539,BUTLER 1 1,9621,MO,138,PQ,1.01569,140.166,-9.45,5.2,9621,0.6,,,51.58,0,0,10,1,Overland Park,Johnson County,Kansas,38.31,-94.28
200540,BUTLER 2 1,9622,MO,138,PQ,1.01731,140.389,-12.88,3.5,9622,1.4,,,11.44,0,0,10,1,Overland Park,Johnson County,Kansas,38.24,-94.26
200541,BUTLER 3 1,9623,MO,138,PQ,1.01726,140.382,-11.89,5.2,9623,0.2,,,9.27,0,0,10,1,Overland Park,Johnson County,Kansas,38.24,-94.35
200542,CLINTON 10 1,9624,MO,138,PQ,1.00783,139.08,-27.08,9.5,9624,1.1,,,,0,0,10,1,Overland Park,Johnson County,Kansas,38.48,-93.74
200543,CLINTON 11 1,9625,MO,138,PQ,1.0106,139.462,-28.58,12.8,9625,3.2,,,31.66,0,0,10,1,Overland Park,Johnson County,Kansas,38.39,-93.74
200544,EL DORADO SPRINGS 1 1,9626,MO,138,PQ,1.01373,139.894,-22.59,3.2,9626,1.1,,,,0,0,10,1,Overland Park,Johnson County,Kansas,37.79,-93.94
200545,EL DORADO SPRINGS 2 1,9627,MO,138,PQ,1.01567,140.163,-21.44,7.8,9627,1.3,,,,0,0,10,1,Overland Park,Johnson County,Kansas,37.92,-93.95
200546,GARDEN CITY 3 1,9628,MO,138,PQ,1.01124,139.551,-7.09,4.5,9628,1,,,,0,0,10,1,Overland Park,Johnson County,Kansas,38.65,-94.13
200547,LAMAR 4 1,9629,MO,138,PQ,1.0167,140.304,-15.36,8.1,9629,1.6,,,16.98,0,0,10,1,Ovett,Jones County,Mississippi,37.49,-94.24
200548,LAMAR 5 1,9630,MO,138,PQ,1.01344,139.854,-14.81,6.1,9630,2.4,,,,0,0,10,1,Ovid,Shiawassee County,Michigan,37.43,-94.37
200549,LIBERAL 1 1,9631,MO,138,PQ,1.01334,139.841,-14.92,3.6,9631,0.4,,,,0,0,10,1,Owasso,Tulsa County,Oklahoma,37.52,-94.54
200550,LOWRY CITY 1,9632,MO,138,PQ,1.0059,138.814,-31.07,5.8,9632,1.9,,,,0,0,10,1,Owasso,Tulsa County,Oklahoma,38.17,-93.75
200551,MONTROSE 3 1,9633,MO,138,PQ,1.00661,138.912,-13.15,4.4,9633,1.5,,,0,0,0,10,1,Owasso,Tulsa County,Oklahoma,38.39,-94.04
200552,NEVADA 1 1,9634,MO,138,PQ,1.01296,139.788,-16.81,10.3,9634,3,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.82,-94.42
200553,NEVADA 2 1,9635,MO,138,PQ,1.0142,139.96,-16.5,7.7,9635,2,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.78,-94.34
200554,NEVADA 3 1,9636,MO,138,PQ,1.01409,139.944,-17.22,7.4,9636,2.5,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.86,-94.32
200555,OSCEOLA 6 1,9637,MO,138,PQ,1.00357,138.493,-32.32,6.1,9637,0.6,,,,0,0,10,1,Owatonna,Steele County,Minnesota,38.03,-93.7
200556,RICH HILL 1,9638,MO,138,PQ,1.01608,140.219,-15.2,3,9638,0.7,,,,0,0,10,1,Owatonna,Steele County,Minnesota,38.03,-94.38
200557,SCHELL CITY 1,9639,MO,138,PQ,1.01419,139.959,-18.48,3.1,9639,1.4,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.99,-94.14
200558,SHELDON 4 1,9640,MO,138,PQ,1.01558,140.151,-15.57,2.6,9640,0.7,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.64,-94.27
200559,JOPLIN 1 1,9641,MO,138,PQ,1.00585,138.807,-5.18,10.6,9641,0.8,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.08,-94.58
200560,JOPLIN 2 1,9642,MO,138,PQ,1.00421,138.581,-10.53,11.6,9642,5.9,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.19,-94.5
200561,JOPLIN 3 1,9643,MO,138,PQ,1.00916,139.264,-3.67,12.4,9643,1.9,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.04,-94.63
200562,JOPLIN 4 1,9644,MO,138,PQ,1.00232,138.32,-6.72,16.1,9644,1.8,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.1,-94.51
200563,JOPLIN 5 1,9645,MO,138,PQ,0.99817,137.747,-7.49,19.6,9645,2.2,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.02,-94.43
200564,JOPLIN 6 1,9646,MO,138,PQ,1.00011,138.016,-7.08,23.5,9646,5.5,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.07,-94.5
200565,JOPLIN 7 1,9647,MO,138,PQ,0.99914,137.881,-7.28,13.4,9647,0.8,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37,-94.54
200566,ANDERSON 6 1,9648,MO,138,PQ,1.00834,139.15,-5.15,8.2,9648,0.5,,,,0,0,10,1,Owatonna,Steele County,Minnesota,36.65,-94.45
200567,CARL JUNCTION 1 1,9649,MO,138,PQ,1.0036,138.496,-10.67,3.9,9649,0.8,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.18,-94.58
200568,CARL JUNCTION 2 1,9650,MO,138,PQ,1.0029,138.401,-10.79,10,9650,1.4,,,,0,0,10,1,Owatonna,Steele County,Minnesota,37.23,-94.58
200569,CARTHAGE 8 1,9651,MO,138,PQ,1.015,140.07,-12.95,7.6,9651,2.4,,,,0,0,10,1,Owen,Clark County,Wisconsin,37.22,-94.23
200570,CARTHAGE 9 1,9652,MO,138,PQ,1.01605,140.215,-12.76,17.8,9652,5.9,,,39.56,0,0,10,1,Owendale,Huron County,Michigan,37.18,-94.33
200571,CARTHAGE 10 1,9653,MO,138,PQ,1.00904,139.247,-13.14,22.8,9653,7.7,,,,0,0,10,1,Owendale,Huron County,Michigan,37.28,-94.39
200572,GRANBY 1 1,9654,MO,138,PQ,0.99901,137.863,-10.51,3.8,9654,1.4,,,,0,0,10,1,Owendale,Huron County,Michigan,36.9,-94.22
200573,GRANBY 2 1,9655,MO,138,PQ,0.99806,137.733,-10.7,9.6,9655,1.9,,,,0,0,10,1,Owendale,Huron County,Michigan,36.98,-94.16
200574,NEOSHO 1 1,9656,MO,138,PQ,1.00896,139.237,-5.59,5.9,9656,1.6,,,,0,0,10,1,Owendale,Huron County,Michigan,36.85,-94.51
200575,NEOSHO 2 1,9657,MO,345,PQ,1.02557,353.823,3.41,,9657,,,,,0,0,10,1,Owendale,Huron County,Michigan,36.88,-94.39
200576,NEOSHO 2 2,9657,MO,161,PQ,1.02355,164.792,3.86,15.8,9657,0.8,,,,0,0,10,1,Owensboro,Daviess County,Kentucky,36.88,-94.39
200577,NEOSHO 3 1,9658,MO,138,PQ,1.00412,138.568,-7.01,11,9658,3.2,,,,0,0,10,1,Owensville,Gasconade County,Missouri,36.82,-94.42
200578,NOEL 1,9659,MO,138,PQ,1.00891,139.23,-4.53,,9659,,,,,0,0,10,1,Owensville,Gasconade County,Missouri,36.55,-94.47
200579,NOEL 2,9659,MO,115,PQ,1.00701,115.806,-3.81,6.6,9659,2.9,,,,0,0,10,1,Owensville,Gibson County,Indiana,36.55,-94.47
200580,PINEVILLE 5 1,9660,MO,138,PQ,1.00573,138.791,-6.92,,9660,,,,,0,0,10,1,Owensville,Gibson County,Indiana,36.58,-94.23
200581,PINEVILLE 5 2,9660,MO,115,PQ,1.00805,115.926,-5.34,6.2,9660,1.9,,,,0,0,10,1,Owensville,Gibson County,Indiana,36.58,-94.23
200582,SARCOXIE 1,9661,MO,138,PQ,1.01364,139.882,-13.18,7,9661,1.9,,,,0,0,10,1,Owensville,Gibson County,Indiana,37.15,-94.08
200583,SENECA 1 1,9662,MO,138,PQ,1.01453,140.005,-1.17,5.2,9662,1.5,,,,0,0,10,1,Owensville,Gibson County,Indiana,36.93,-94.58
200584,STELLA 1,9663,MO,138,PQ,1.00007,138.009,-10.27,3.7,9663,0.7,,,,0,0,10,1,Owensville,Gibson County,Indiana,36.76,-94.18
200585,WEBB CITY 1,9664,MO,138,PQ,1.0084,139.16,-12.15,9.1,9664,2.2,,,,0,0,10,1,Owensville,Gibson County,Indiana,37.2,-94.43
200586,BELLE 1,9665,MO,138,PQ,1.00978,139.349,-45.16,5.2,9665,1.4,,,,0,0,10,1,Owensville,Gibson County,Indiana,38.26,-91.75
200587,CALIFORNIA 1 1,9666,MO,138,PQ,0.9973,137.627,-48.84,3.5,9666,1.4,,,,0,0,10,1,Owensville,Gibson County,Indiana,38.55,-92.59
200588,CALIFORNIA 2 1,9667,MO,138,PQ,1.00072,138.099,-46.92,10.3,9667,2.3,,,5.38,0,0,10,1,Owensville,Gibson County,Indiana,38.68,-92.5
200589,CAMDENTON 1 1,9668,MO,138,PQ,1.00014,138.019,-44.19,7.6,9668,1.8,,,,0,0,10,1,Owosso charter Township,Shiawassee County,Michigan,38.03,-92.7
200590,CAMDENTON 2 1,9669,MO,138,PQ,0.99863,137.81,-42,8.4,9669,0.4,,,,0,0,10,1,Owosso charter Township,Shiawassee County,Michigan,37.88,-92.79
200591,CAMDENTON 3 1,9670,MO,138,PQ,0.99963,137.949,-43.63,7.5,9670,0.6,,,,0,0,10,1,Owosso charter Township,Shiawassee County,Michigan,38,-92.76
200592,ELDON 1 1,9671,MO,138,PQ,0.99927,137.9,-47.31,6.4,9671,1.1,,,,0,0,10,1,Owosso charter Township,Shiawassee County,Michigan,38.27,-92.52
