Load
BusNum,BusName,ID,MW,SMW,Mvar,SMvar,AreaName
261144,MILL CREEK 1,D,1.00,1.00,0.30,0.300,OK
261145,NEWALLA 1 1,D,4.40,4.40,0.40,0.400,OK
261146,NEWALLA 2 1,D,5.00,5.00,0.40,0.400,OK
261147,NEWALLA 3 1,D,5.10,5.10,2.80,2.800,OK
261149,OKEMAH 1 2,D,3.70,3.70,0.30,0.300,OK
261150,OKEMAH 2 1,D,4.10,4.10,1.20,1.200,OK
261151,OKEMAH 3 1,D,3.10,3.10,1.10,1.100,OK
261152,PADEN 1,D,1.60,1.60,0.60,0.600,OK
261153,PRAGUE 1 1,D,3.00,3.00,0.70,0.700,OK
261154,PRAGUE 2 1,D,2.60,2.60,0.60,0.600,OK
261155,PRAGUE 3 1,D,2.70,2.70,0.40,0.400,OK
261156,ROFF 1 1,D,0.70,0.70,0.10,0.100,OK
261157,ROFF 2 1,D,1.30,1.30,0.20,0.200,OK
261158,ROFF 3 1,D,0.90,0.90,0.20,0.200,OK
261159,SASAKWA 1,D,1.20,1.20,0.30,0.300,OK
261160,SEMINOLE 4 1,D,9.70,9.70,1.80,1.800,OK
261161,SEMINOLE 5 1,D,7.30,7.30,2.50,2.500,OK
261163,SEMINOLE 6 2,D,7.90,7.90,0.60,0.600,OK
261164,SPARKS 1,D,0.90,0.90,0.20,0.200,OK
261165,STONEWALL 1 1,D,1.70,1.70,0.70,0.700,OK
261166,STONEWALL 2 1,D,1.20,1.20,0.10,0.100,OK
261167,STONEWALL 3 1,D,1.50,1.50,0.20,0.200,OK
261168,STRATFORD 4 1,D,2.00,2.00,0.60,0.600,OK
261169,STRATFORD 5 1,D,3.00,3.00,1.10,1.100,OK
261170,TECUMSEH 6 1,D,7.70,7.70,1.50,1.500,OK
261171,TECUMSEH 7 1,D,6.00,6.00,4.90,4.900,OK
261172,TECUMSEH 8 1,D,6.10,6.10,2.10,2.100,OK
261173,TRYON 1,D,1.90,1.90,1.50,1.500,OK
261174,WANETTE 1 1,D,1.00,1.00,0.20,0.200,OK
261175,WANETTE 2 1,D,1.30,1.30,0.90,0.900,OK
261176,WELEETKA 1 1,D,1.30,1.30,0.70,0.700,OK
261177,WELEETKA 2 1,D,1.90,1.90,0.20,0.200,OK
261178,WELEETKA 3 1,D,1.00,1.00,0.30,0.300,OK
261179,WELLSTON 1 1,D,3.30,3.30,1.10,1.100,OK
261180,WELLSTON 2 1,D,2.30,2.30,0.30,0.300,OK
261181,WELLSTON 3 1,D,2.40,2.40,0.60,0.600,OK
261182,WETUMKA 1 1,D,1.80,1.80,0.50,0.500,OK
261183,WETUMKA 2 1,D,2.70,2.70,0.80,0.800,OK
261185,WEWOKA 2,D,8.40,8.40,3.10,3.100,OK
261186,POCOLA 2 1,D,2.80,2.80,0.60,0.600,OK
261187,BOKOSHE 1 1,D,2.30,2.30,0.40,0.400,OK
261188,BOKOSHE 2 1,D,3.60,3.60,1.10,1.100,OK
261189,BUNCH 1 1,D,2.50,2.50,0.90,0.900,OK
261190,BUNCH 2 1,D,0.60,0.60,0.10,0.100,OK
261191,CAMERON 7 1,D,1.40,1.40,0.50,0.500,OK
261192,HEAVENER 1 1,D,3.20,3.20,0.90,0.900,OK
261194,HEAVENER 2 2,D,3.00,3.00,0.60,0.600,OK
261195,HEAVENER 3 1,D,3.30,3.30,0.40,0.400,OK
261196,HODGEN 1,D,1.20,1.20,0.10,0.100,OK
261197,HOWE 1 1,D,2.80,2.80,1.50,1.500,OK
261198,HOWE 2 1,D,1.30,1.30,0.40,0.400,OK
261199,KEOTA 2 1,D,1.80,1.80,0.30,0.300,OK
261200,KEOTA 3 1,D,1.60,1.60,0.30,0.300,OK
261201,KEOTA 4 1,D,1.60,1.60,0.50,0.500,OK
261202,MCCURTAIN 1,D,2.50,2.50,0.80,0.800,OK
261203,MULDROW 1 1,D,6.50,6.50,1.30,1.300,OK
261205,MULDROW 2 2,D,8.30,8.30,1.90,1.900,OK
261206,MULDROW 3 1,D,6.00,6.00,1.10,1.100,OK
261208,POTEAU 1 2,D,8.30,8.30,2.30,2.300,OK
261210,POTEAU 2 2,D,4.10,4.10,0.30,0.300,OK
261211,POTEAU 3 1,D,7.00,7.00,3.20,3.200,OK
261213,ROLAND 4 2,D,2.60,2.60,0.90,0.900,OK
261215,ROLAND 5 2,D,2.30,2.30,0.60,0.600,OK
261216,SALLISAW 1 1,D,5.90,5.90,1.40,1.400,OK
261217,SALLISAW 2 1,D,5.70,5.70,1.50,1.500,OK
261219,SALLISAW 3 2,D,5.70,5.70,0.60,0.600,OK
261220,SALLISAW 4 1,D,5.00,5.00,1.80,1.800,OK
261221,SHADY POINT 1 1,D,3.00,3.00,0.90,0.900,OK
261222,SHADY POINT 2 1,D,0.60,0.60,0.10,0.100,OK
261223,SHADY POINT 3 1,D,0.90,0.90,0.10,0.100,OK
261224,SMITHVILLE 3 1,D,0.40,0.40,0.20,0.200,OK
261225,SMITHVILLE 4 1,D,0.80,0.80,0.10,0.100,OK
261227,SPIRO 1 2,D,2.40,2.40,0.40,0.400,OK
261228,SPIRO 2 1,D,4.10,4.10,0.30,0.300,OK
261229,SPIRO 3 1,D,3.90,3.90,0.90,0.900,OK
261231,STILWELL 1 2,D,6.80,6.80,1.50,1.500,OK
261232,STILWELL 2 1,D,6.70,6.70,1.60,1.600,OK
261234,STILWELL 3 2,D,6.30,6.30,1.50,1.500,OK
261235,VIAN 1 1,D,1.90,1.90,0.00,0.000,OK
261236,VIAN 2 1,D,2.00,2.00,0.70,0.700,OK
261238,VIAN 3 2,D,3.60,3.60,1.00,1.000,OK
261239,WATTS 1,D,3.50,3.50,0.90,0.900,OK
261240,WESTVILLE 5 1,D,2.40,2.40,1.00,1.000,OK
261242,WESTVILLE 6 2,D,3.90,3.90,0.70,0.700,OK
261244,WESTVILLE 7 2,D,2.30,2.30,0.50,0.500,OK
261245,WISTER 1 1,D,2.50,2.50,0.70,0.700,OK
261246,WISTER 2 1,D,1.80,1.80,0.70,0.700,OK
261247,WISTER 3 1,D,1.70,1.70,0.10,0.100,OK
261248,GUYMON 4 1,D,0.30,0.30,0.00,0.000,OK
261249,ARCADIA 8 1,D,2.40,2.40,1.00,1.000,OK
261250,EDMOND 12 1,D,3.80,3.80,0.30,0.300,OK
261251,EDMOND 13 1,D,3.30,3.30,0.40,0.400,OK
261252,EDMOND 14 1,D,3.30,3.30,0.20,0.200,OK
261253,COYLE 1,D,1.50,1.50,0.50,0.500,OK
261255,EDMOND 15 2,D,8.10,8.10,2.10,2.100,OK
261256,EDMOND 16 1,D,9.60,9.60,2.60,2.600,OK
261257,EDMOND 17 1,D,8.90,8.90,0.90,0.900,OK
261258,EDMOND 18 1,D,8.30,8.30,1.40,1.400,OK
261259,GUTHRIE 1 1,D,4.90,4.90,1.30,1.300,OK
261260,GUTHRIE 2 1,D,5.30,5.30,1.50,1.500,OK
261261,GUTHRIE 3 1,D,4.10,4.10,1.60,1.600,OK
261263,GUTHRIE 4 2,D,4.10,4.10,1.40,1.400,OK
261264,LANGSTON 1,D,2.10,2.10,0.20,0.200,OK
270004,SIOUX CITY 3 4,D,28.50,28.50,2.60,2.600,SD
270005,CAMP CROOK 1,D,0.80,0.80,0.10,0.100,SD
270006,ALZADA 1,D,0.80,0.80,0.20,0.200,SD
270008,BAKER 1 2,D,6.60,6.60,0.30,0.300,SD
270009,ALCESTER 1,D,2.30,2.30,0.40,0.400,SD
270010,CANTON 6 1,D,4.90,4.90,0.40,0.400,SD
270011,CENTERVILLE 1 1,D,2.50,2.50,0.40,0.400,SD
270012,DELL RAPIDS 1,D,4.00,4.00,1.80,1.800,SD
270014,FREEMAN 1 2,D,4.80,4.80,2.80,2.800,SD
270016,JEFFERSON 3 2,D,1.70,1.70,0.30,0.300,SD
270018,MADISON 13 2,D,17.40,17.40,6.60,6.600,SD
270021,SALEM 5 3,D,6.50,6.50,1.50,1.500,SD
270024,SIOUX FALLS 1 3,D,11.30,11.30,2.00,2.000,SD
270025,SIOUX FALLS 2 1,D,13.20,13.20,6.60,6.600,SD
270026,SIOUX FALLS 3 1,D,9.10,9.10,1.20,1.200,SD
270027,SIOUX FALLS 4 1,D,10.30,10.30,1.00,1.000,SD
270028,SIOUX FALLS 5 1,D,8.60,8.60,4.20,4.200,SD
270030,SIOUX FALLS 6 2,D,17.50,17.50,3.30,3.300,SD
270031,SIOUX FALLS 7 1,D,10.00,10.00,3.20,3.200,SD
270032,SIOUX FALLS 8 1,D,11.40,11.40,3.30,3.300,SD
270033,ARLINGTON 3 1,D,7.10,7.10,1.10,1.100,SD
270034,CASTLEWOOD 1,D,7.10,7.10,4.50,4.500,SD
270035,CLARK 2 1,D,2.80,2.80,0.80,0.800,SD
270036,BIG STONE CITY 1 1,D,3.80,3.80,0.30,0.300,SD
270037,REVILLO 1,D,1.30,1.30,0.30,0.300,SD
270038,SOUTH SHORE 1,D,0.90,0.90,0.20,0.200,SD
270039,TORONTO 1,D,0.70,0.70,0.30,0.300,SD
270040,VEBLEN 1,D,1.70,1.70,0.30,0.300,SD
270041,WEBSTER 7 1,D,1.80,1.80,0.20,0.200,SD
270042,WEBSTER 8 1,D,1.90,1.90,1.00,1.000,SD
270043,WEBSTER 9 1,D,1.90,1.90,0.40,0.400,SD
270044,WHITE 1 1,D,2.10,2.10,1.40,1.400,SD
270045,WILLOW LAKE 1,D,2.10,2.10,0.90,0.900,SD
270046,WILMOT 1,D,2.00,2.00,0.50,0.500,SD
270047,MITCHELL 4 1,D,8.90,8.90,3.00,3.000,SD
270048,MITCHELL 5 1,D,8.70,8.70,1.20,1.200,SD
270049,MITCHELL 6 1,D,9.20,9.20,4.40,4.400,SD
270051,MITCHELL 7 2,D,8.80,8.80,2.50,2.500,SD
270054,ALEXANDRIA 14 1,D,2.70,2.70,0.70,0.700,SD
270055,ALEXANDRIA 15 1,D,0.80,0.80,0.50,0.500,SD
270056,ARMOUR 1,D,2.40,2.40,1.00,1.000,SD
270057,BONESTEEL 1,D,1.20,1.20,0.70,0.700,SD
270058,BRIDGEWATER 1,D,2.80,2.80,0.30,0.300,SD
270059,CORSICA 1,D,2.00,2.00,0.80,0.800,SD
270060,DELMONT 1,D,1.00,1.00,0.20,0.200,SD
270061,FEDORA 1,D,0.80,0.80,0.10,0.100,SD
270062,HIGHMORE 1,D,2.40,2.40,0.40,0.400,SD
270063,HITCHCOCK 1,D,0.90,0.90,0.30,0.300,SD
270064,IROQUOIS 1,D,1.40,1.40,0.70,0.700,SD
270065,KIMBALL 1 1,D,2.80,2.80,0.40,0.400,SD
270066,LAKE ANDES 1 1,D,0.90,0.90,0.30,0.300,SD
270067,LAKE ANDES 2 1,D,2.90,2.90,0.40,0.400,SD
270068,OACOMA 1,D,0.90,0.90,0.10,0.100,SD
270069,WAGNER 1 1,D,2.00,2.00,0.20,0.200,SD
270070,WAGNER 2 1,D,3.90,3.90,1.60,1.600,SD
270071,WESSINGTON SPRINGS 1 1,D,2.00,2.00,0.20,0.200,SD
270072,WESSINGTON SPRINGS 2 1,D,0.80,0.80,0.20,0.200,SD
270073,WOLSEY 1,D,1.50,1.50,0.30,0.300,SD
270075,ABERDEEN 1 2,D,13.20,13.20,3.00,3.000,SD
270077,ABERDEEN 2 2,D,14.20,14.20,5.00,5.000,SD
270078,ABERDEEN 3 1,D,14.60,14.60,1.90,1.900,SD
270079,ABERDEEN 4 1,D,11.90,11.90,5.20,5.200,SD
270080,CONDE 1,D,1.30,1.30,0.40,0.400,SD
270082,FAULKTON 2,D,3.60,3.60,0.10,0.100,SD
270083,FRANKFORT 5 1,D,2.00,2.00,1.00,1.000,SD
270084,FREDERICK 1 1,D,1.10,1.10,0.40,0.400,SD
270085,HECLA 1,D,0.50,0.50,0.10,0.100,SD
270086,HOVEN 1,D,1.50,1.50,0.60,0.600,SD
270087,MANSFIELD 7 1,D,1.10,1.10,0.10,0.100,SD
270088,ORIENT 7 1,D,0.80,0.80,0.00,0.000,SD
270089,ROSCOE 1 1,D,1.40,1.40,0.20,0.200,SD
270090,SELBY 1,D,1.80,1.80,0.30,0.300,SD
270091,WARNER 1 1,D,2.70,2.70,1.10,1.100,SD
270092,WESTPORT 4 1,D,1.00,1.00,0.30,0.300,SD
270093,BELVIDERE 1 1,D,0.10,0.10,0.10,0.100,SD
270094,DRAPER 1,D,0.30,0.30,0.00,0.000,SD
270095,FORT PIERRE 1 1,D,1.80,1.80,0.80,0.800,SD
270096,FORT PIERRE 2 1,D,3.30,3.30,1.30,1.300,SD
270097,LEMMON 1 1,D,1.50,1.50,0.60,0.600,SD
270099,LEMMON 2 2,D,2.50,2.50,0.40,0.400,SD
270100,REEDER 1,D,0.50,0.50,0.10,0.100,SD
270101,MARTIN 2 1,D,1.50,1.50,0.20,0.200,SD
270102,MARTIN 3 1,D,0.80,0.80,0.20,0.200,SD
270103,PHILIP 1,D,1.50,1.50,0.10,0.100,SD
270104,ROSEBUD 1 1,D,0.60,0.60,0.10,0.100,SD
270105,ROSEBUD 2 1,D,1.10,1.10,0.10,0.100,SD
270106,VIVIAN 1,D,0.20,0.20,0.10,0.100,SD
270107,WANBLEE 1,D,1.40,1.40,0.50,0.500,SD
270108,WOOD 1,D,0.60,0.60,0.20,0.200,SD
270109,MOBRIDGE 1 1,D,2.00,2.00,0.60,0.600,SD
270111,MOBRIDGE 2 2,D,3.70,3.70,1.30,1.300,SD
270112,FAITH 1,D,0.90,0.90,0.20,0.200,SD
270113,ISABEL 1,D,0.50,0.50,0.10,0.100,SD
270114,PRAIRIE CITY 1,D,0.30,0.30,0.10,0.100,SD
270115,WAKPALA 1,D,0.70,0.70,0.20,0.200,SD
270116,RAPID CITY 1 1,D,10.10,10.10,5.40,5.400,SD
270117,RAPID CITY 2 1,D,8.80,8.80,1.50,1.500,SD
270120,RAPID CITY 3 3,D,10.80,10.80,1.00,1.000,SD
270122,RAPID CITY 4 2,D,12.50,12.50,5.60,5.600,SD
270125,ELLSWORTH AFB 1 1,D,1.00,1.00,0.20,0.200,SD
270126,ELLSWORTH AFB 2 1,D,1.00,1.00,0.30,0.300,SD
270127,BELLE FOURCHE 1 1,D,3.00,3.00,0.70,0.700,SD
270129,BELLE FOURCHE 2 2,D,2.40,2.40,0.50,0.500,SD
270130,BELLE FOURCHE 3 1,D,2.90,2.90,1.40,1.400,SD
270131,BUFFALO 4 1,D,0.70,0.70,0.60,0.600,SD
270132,BUFFALO GAP 1,D,0.20,0.20,0.00,0.000,SD
270133,EDGEMONT 1,D,1.00,1.00,0.20,0.200,SD
270134,HERMOSA 1,D,2.10,2.10,0.40,0.400,SD
270135,HILL CITY 2 1,D,2.30,2.30,0.40,0.400,SD
270137,HOT SPRINGS 1 2,D,1.70,1.70,0.50,0.500,SD
270138,HOT SPRINGS 2 1,D,1.90,1.90,0.30,0.300,SD
270139,HOT SPRINGS 3 1,D,2.00,2.00,0.60,0.600,SD
270140,HOWES 1,D,0.50,0.50,0.10,0.100,SD
270141,LEAD 1 1,D,1.40,1.40,0.20,0.200,SD
270142,LEAD 2 1,D,1.10,1.10,0.30,0.300,SD
270143,LEAD 3 1,D,1.30,1.30,0.60,0.600,SD
270144,MANDERSON 1,D,1.00,1.00,0.20,0.200,SD
270145,NEWELL 1 1,D,0.30,0.30,0.10,0.100,SD
270146,NEWELL 2 1,D,1.00,1.00,0.30,0.300,SD
270147,STURGIS 1 1,D,3.20,3.20,1.20,1.200,SD
270148,STURGIS 2 1,D,2.80,2.80,1.60,1.600,SD
270149,STURGIS 3 1,D,3.10,3.10,1.50,1.500,SD
270150,UNION CENTER 1,D,0.60,0.60,0.10,0.100,SD
270151,SPEARFISH 1 1,D,0.50,0.50,0.10,0.100,SD
270152,BALTIC 1,D,3.80,3.80,0.60,0.600,SD
270155,BERESFORD 3,D,5.00,5.00,1.60,1.600,SD
270156,BROOKINGS 1 1,D,13.90,13.90,1.70,1.700,SD
270158,BROOKINGS 2 2,D,24.90,24.90,1.60,1.600,SD
270159,BROOKINGS 3 1,D,11.00,11.00,5.80,5.800,SD
270160,COLTON 1,D,4.10,4.10,1.70,1.700,SD
270161,ELK POINT 1,D,3.40,3.40,2.10,2.100,SD
270162,FLANDREAU 1 1,D,6.00,6.00,2.10,2.100,SD
270163,FLANDREAU 2 1,D,2.90,2.90,1.50,1.500,SD
270165,HARRISBURG 8 2,D,8.50,8.50,1.80,1.800,SD
270166,HARTFORD 8 1,D,4.50,4.50,1.50,1.500,SD
270167,HARTFORD 9 1,D,5.60,5.60,2.10,2.100,SD
270168,LENNOX 1,D,1.50,1.50,0.60,0.600,SD
270169,PARKER 1,D,4.20,4.20,1.00,1.000,SD
270170,TEA 1,D,5.30,5.30,0.20,0.200,SD
270171,VERMILLION 1 1,D,5.80,5.80,3.50,3.500,SD
270172,VERMILLION 2 1,D,11.80,11.80,3.80,3.800,SD
270173,VIBORG 1,D,2.90,2.90,0.70,0.700,SD
270174,VOLGA 1,D,4.20,4.20,0.90,0.900,SD
270176,SIOUX FALLS 9 2,D,10.70,10.70,1.10,1.100,SD
270177,SIOUX FALLS 10 1,D,10.00,10.00,1.90,1.900,SD
270178,SIOUX FALLS 11 1,D,9.90,9.90,1.00,1.000,SD
270179,SIOUX FALLS 12 1,D,11.50,11.50,5.00,5.000,SD
270180,SIOUX FALLS 13 1,D,9.70,9.70,6.60,6.600,SD
270181,SIOUX FALLS 14 1,D,6.60,6.60,1.00,1.000,SD
270182,SIOUX FALLS 15 1,D,11.40,11.40,4.90,4.900,SD
270183,SIOUX FALLS 16 1,D,10.00,10.00,2.40,2.400,SD
270184,SIOUX FALLS 17 1,D,5.40,5.40,1.60,1.600,SD
270185,WATERTOWN 8 1,D,12.10,12.10,2.40,2.400,SD
270186,WATERTOWN 9 1,D,11.60,11.60,1.00,1.000,SD
270188,WATERTOWN 10 2,D,11.40,11.40,2.50,2.500,SD
270189,WATERTOWN 11 1,D,13.80,13.80,4.40,4.400,SD
270190,CLEAR LAKE 2 1,D,4.90,4.90,0.90,0.900,SD
270191,DE SMET 1,D,3.40,3.40,1.40,1.400,SD
270192,ESTELLINE 1,D,3.60,3.60,1.10,1.100,SD
270193,HENRY 3 1,D,2.60,2.60,0.40,0.400,SD
270194,LAKE NORDEN 1,D,2.50,2.50,0.30,0.300,SD
270195,SISSETON 1 1,D,3.00,3.00,0.60,0.600,SD
270196,SISSETON 2 1,D,3.50,3.50,0.80,0.800,SD
270198,SISSETON 3 2,D,3.70,3.70,0.90,0.900,SD
270199,CHAMBERLAIN 1 1,D,6.10,6.10,1.60,1.600,SD
270200,EMERY 1,D,1.90,1.90,0.50,0.500,SD
270201,FORT THOMPSON 1 1,D,5.50,5.50,1.70,1.700,SD
270202,HOWARD 1 1,D,3.60,3.60,0.50,0.500,SD
270203,HURON 1 1,D,8.50,8.50,1.90,1.900,SD
270204,HURON 2 1,D,8.10,8.10,2.70,2.700,SD
270205,HURON 3 1,D,10.20,10.20,0.90,0.900,SD
270206,MOUNT VERNON 15 1,D,2.40,2.40,1.30,1.300,SD
270207,PARKSTON 1,D,6.30,6.30,1.90,1.900,SD
270208,PLANKINTON 1,D,3.90,3.90,1.30,1.300,SD
270210,PLATTE 2,D,3.00,3.00,0.30,0.300,SD
270211,WESSINGTON 1,D,1.10,1.10,0.30,0.300,SD
270212,WOONSOCKET 1,D,6.10,6.10,1.50,1.500,SD
270213,BATH 2 1,D,2.40,2.40,0.10,0.100,SD
270214,BOWDLE 1,D,1.10,1.10,0.20,0.200,SD
270216,BRITTON 2,D,4.20,4.20,0.40,0.400,SD
270217,GROTON 1,D,4.30,4.30,1.70,1.700,SD
270218,IPSWICH 1,D,4.70,4.70,0.60,0.600,SD
270219,LEOLA 1,D,2.00,2.00,0.70,0.700,SD
270221,REDFIELD 6 2,D,7.60,7.60,0.60,0.600,SD
270222,PIERRE 1 1,D,3.90,3.90,0.70,0.700,SD
270223,PIERRE 2 1,D,5.20,5.20,0.90,0.900,SD
270224,PIERRE 3 1,D,6.50,6.50,1.30,1.300,SD
270225,BURKE 1,D,2.60,2.60,1.10,1.100,SD
270226,GREGORY 2 1,D,3.00,3.00,1.70,1.700,SD
270227,KADOKA 1,D,1.00,1.00,0.00,0.000,SD
270228,MIDLAND 9 1,D,0.90,0.90,0.20,0.200,SD
270230,MISSION 1 2,D,5.20,5.20,2.90,2.900,SD
270233,MURDO 1,D,0.80,0.80,0.30,0.300,SD
270234,ONIDA 1,D,1.50,1.50,0.50,0.500,SD
270235,PARMELEE 1,D,1.10,1.10,0.40,0.400,SD
270236,PRESHO 1,D,1.30,1.30,0.20,0.200,SD
270237,SAINT FRANCIS 3 1,D,1.50,1.50,0.10,0.100,SD
270238,SAINT FRANCIS 4 1,D,2.10,2.10,1.10,1.100,SD
270239,WHITE RIVER 1,D,1.80,1.80,0.50,0.500,SD
270240,WINNER 1 1,D,2.10,2.10,0.90,0.900,SD
270241,WINNER 2 1,D,4.10,4.10,0.90,0.900,SD
270242,BISON 1,D,1.00,1.00,0.30,0.300,SD
270243,DUPREE 1,D,1.50,1.50,0.40,0.400,SD
270244,LITTLE EAGLE 1,D,1.20,1.20,0.30,0.300,SD
270245,MEADOW 1 1,D,0.50,0.50,0.20,0.200,SD
270246,TIMBER LAKE 1,D,1.20,1.20,0.30,0.300,SD
270247,RAPID CITY 5 1,D,10.30,10.30,0.30,0.300,SD
270248,RAPID CITY 6 1,D,10.30,10.30,3.10,3.100,SD
270249,RAPID CITY 7 1,D,9.90,9.90,7.60,7.600,SD
270251,RAPID CITY 8 2,D,10.00,10.00,5.50,5.500,SD
270252,RAPID CITY 9 1,D,6.20,6.20,0.70,0.700,SD
270254,RAPID CITY 10 2,D,11.70,11.70,1.90,1.900,SD
270255,BLACK HAWK 1,D,10.30,10.30,2.90,2.900,SD
270256,BOX ELDER 1 1,D,5.20,5.20,1.30,1.300,SD
270257,BOX ELDER 2 1,D,2.60,2.60,0.60,0.600,SD
270258,CUSTER 2 1,D,1.60,1.60,1.80,1.800,SD
270259,CUSTER 3 1,D,4.00,4.00,1.10,1.100,SD
270260,DEADWOOD 1,D,2.80,2.80,0.50,0.500,SD
270262,KYLE 2,D,4.20,4.20,0.40,0.400,SD
270263,NEW UNDERWOOD 1,D,1.70,1.70,0.30,0.300,SD
270264,OGLALA 1,D,1.80,1.80,0.20,0.200,SD
270265,PIEDMONT 2 1,D,1.60,1.60,0.60,0.600,SD
270267,PINE RIDGE 1 2,D,4.40,4.40,0.60,0.600,SD
270268,PINE RIDGE 2 1,D,1.60,1.60,0.30,0.300,SD
270269,PORCUPINE 1,D,2.70,2.70,0.40,0.400,SD
270271,SPEARFISH 2 2,D,5.80,5.80,0.60,0.600,SD
270272,SPEARFISH 3 1,D,5.50,5.50,0.50,0.500,SD
270273,WALL 1,D,1.80,1.80,0.90,0.900,SD
270274,WHITEWOOD 1,D,3.70,3.70,1.90,1.900,SD
270275,WOUNDED KNEE 1,D,1.10,1.10,0.40,0.400,SD
270277,NEWCASTLE 2 2,D,6.10,6.10,1.40,1.400,SD
270278,MILBANK 1,D,11.10,11.10,3.10,3.100,SD
270279,SPEARFISH 4 1,D,6.20,6.20,1.50,1.500,SD
270280,CHAMBERLAIN 2 1,D,2.10,2.10,0.40,0.400,SD
270281,SCOTLAND 1,D,5.50,5.50,1.70,1.700,SD
270282,SPRINGFIELD 45 1,D,5.50,5.50,0.60,0.600,SD
270283,WAUBAY 1,D,2.70,2.70,0.80,0.800,SD
270284,MILLER 1,D,3.90,3.90,0.60,0.600,SD
270285,TRIPP 1,D,2.40,2.40,0.40,0.400,SD
270286,EUREKA 8 1,D,2.20,2.20,0.80,0.800,SD
270287,GETTYSBURG 1,D,3.30,3.30,0.60,0.600,SD
270288,LANGFORD 1,D,2.70,2.70,0.90,0.900,SD
270290,EAGLE BUTTE 1 2,D,4.90,4.90,2.10,2.100,SD
270291,EAGLE BUTTE 2 1,D,2.10,2.10,0.10,0.100,SD
270292,HERREID 1,D,1.50,1.50,0.60,0.600,SD
280001,ELYSIAN FIELDS 1 1,D,1.50,1.50,0.20,0.200,TX
280002,ELYSIAN FIELDS 2 1,D,1.30,1.30,0.20,0.200,TX
280003,ELYSIAN FIELDS 3 1,D,1.20,1.20,0.20,0.200,TX
280004,HALLSVILLE 1 1,D,45.30,45.30,7.30,7.300,TX
280005,HALLSVILLE 2 1,D,49.50,49.50,18.70,18.700,TX
280006,HALLSVILLE 3 1,D,48.40,48.40,16.90,16.900,TX
280008,MARSHALL 3 2,D,74.00,74.00,22.10,22.100,TX
280009,MARSHALL 4 1,D,84.00,84.00,32.20,32.200,TX
280010,MARSHALL 5 1,D,70.40,70.40,11.70,11.700,TX
280011,MARSHALL 6 1,D,53.10,53.10,17.10,17.100,TX
280012,BON WIER 1 1,D,8.50,8.50,2.50,2.500,TX
280013,BON WIER 2 1,D,8.20,8.20,1.80,1.800,TX
280014,BON WIER 3 1,D,8.80,8.80,0.90,0.900,TX
280015,BROOKELAND 1 1,D,16.30,16.30,2.70,2.700,TX
280016,BROOKELAND 2 1,D,13.40,13.40,4.00,4.000,TX
280017,BROOKELAND 3 1,D,17.30,17.30,3.80,3.800,TX
280019,CALL 1 2,D,8.30,8.30,0.80,0.800,TX
280020,CALL 2 1,D,7.60,7.60,2.50,2.500,TX
280021,CALL 3 1,D,6.30,6.30,0.90,0.900,TX
280022,CAMDEN 1 1,D,0.50,0.50,0.10,0.100,TX
280023,CAMDEN 2 1,D,0.60,0.60,0.10,0.100,TX
280024,CAMDEN 3 1,D,0.50,0.50,0.20,0.200,TX
280025,COLMESNEIL 1 1,D,14.40,14.40,2.00,2.000,TX
280026,COLMESNEIL 2 1,D,11.50,11.50,5.00,5.000,TX
280028,COLMESNEIL 3 2,D,16.00,16.00,2.80,2.800,TX
280029,HEMPHILL 1 1,D,28.30,28.30,5.50,5.500,TX
280030,HEMPHILL 2 1,D,35.30,35.30,5.90,5.900,TX
280032,HEMPHILL 3 2,D,36.90,36.90,3.20,3.200,TX
280033,CONROE 1 1,D,115.40,115.40,20.00,20.000,TX
280036,CONROE 2 3,D,118.40,118.40,58.30,58.300,TX
280038,CONROE 3 2,D,141.20,141.20,30.30,30.300,TX
280040,CONROE 4 2,D,119.80,119.80,64.70,64.700,TX
280041,MONTGOMERY 4 1,D,63.30,63.30,9.10,9.100,TX
280042,MONTGOMERY 5 1,D,65.40,65.40,17.50,17.500,TX
280044,MONTGOMERY 6 2,D,70.30,70.30,4.10,4.100,TX
280045,MONTGOMERY 7 1,D,73.50,73.50,27.20,27.200,TX
280046,WILLIS 1 1,D,73.50,73.50,27.70,27.700,TX
280047,WILLIS 2 1,D,70.30,70.30,20.50,20.500,TX
280048,WILLIS 3 1,D,79.60,79.60,8.60,8.600,TX
280049,CLEVELAND 1 1,D,83.50,83.50,2.30,2.300,TX
280051,CLEVELAND 2 2,D,63.10,63.10,24.60,24.600,TX
280052,CLEVELAND 3 1,D,75.90,75.90,28.10,28.100,TX
280054,COLDSPRING 1 2,D,41.40,41.40,5.60,5.600,TX
280055,COLDSPRING 2 1,D,41.70,41.70,13.60,13.600,TX
280057,COLDSPRING 3 2,D,39.10,39.10,2.10,2.100,TX
280058,GOODRICH 1 1,D,13.80,13.80,4.40,4.400,TX
280059,GOODRICH 2 1,D,15.80,15.80,3.90,3.900,TX
280060,GOODRICH 3 1,D,14.90,14.90,0.20,0.200,TX
280062,LIVINGSTON 1 2,D,146.40,146.40,43.10,43.100,TX
280064,LIVINGSTON 2 2,D,158.80,158.80,30.40,30.400,TX
280066,LIVINGSTON 3 2,D,133.60,133.60,19.00,19.000,TX
280069,LIVINGSTON 4 3,D,127.80,127.80,103.10,103.100,TX
280071,MONTGOMERY 8 2,D,109.40,109.40,32.00,32.000,TX
