Gen
Number of Bus,Name of Bus,ID,Area Name of Gen,AGC,Fast Start,OPF Fast Start Status,OPF MW Control,Gen MW,Cost Shift $/MWh,Cost Multiplier,Cost $/Hr (generation only),MW Marg. Cost of Bus,IC for OPF,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,Cost Model,# Cost Curve Points,Fuel Type,Profit $/hr
261272,GREC 8,1,OK,YES,NO,,If Agcable,173.5,0.000,1.000,17888.72,-1.29,100.45,173.5,17888.72,0.0,-0.00,173.5,369.0,Piecewise Linear,5,NG (Natural Gas),-18111.79
261273,GREC 9,1,OK,YES,NO,,If Agcable,26.9,0.000,1.000,1163.99,-1.29,36.33,26.9,1163.99,0.0,0.00,26.9,231.3,Piecewise Linear,5,NG (Natural Gas),-1198.67
261275,Ponca 2,1,OK,YES,NO,,If Agcable,14.7,0.000,1.000,461.04,-1.14,28.65,14.7,461.04,0.0,0.00,14.7,48.0,Piecewise Linear,5,NG (Natural Gas),-477.92
261279,Horseshoe Lake 4,1,OK,YES,NO,,If Agcable,15.1,0.000,1.000,1895.28,-1.08,120.22,15.1,1895.28,0.0,0.00,15.1,60.5,Piecewise Linear,5,NG (Natural Gas),-1911.69
261280,Horseshoe Lake 5,1,OK,YES,NO,,If Agcable,48.1,0.000,1.000,2832.96,-1.08,56.23,48.1,2832.96,0.0,-0.00,48.1,163.0,Piecewise Linear,5,NG (Natural Gas),-2885.08
261281,Horseshoe Lake 6,1,OK,YES,NO,,If Agcable,161.4,0.000,1.000,9438.49,-1.08,56.27,161.4,9438.49,0.0,-0.00,161.4,443.0,Piecewise Linear,5,NG (Natural Gas),-9613.40
261282,Horseshoe Lake 7,1,OK,YES,NO,,If Agcable,20.2,0.000,1.000,2733.36,-1.08,131.47,20.2,2733.36,0.0,-0.00,20.2,60.5,Piecewise Linear,5,NG (Natural Gas),-2755.28
261283,Horseshoe Lake 8,1,OK,YES,NO,,If Agcable,107.5,0.000,1.000,6504.84,-1.08,58.86,107.5,6504.84,0.0,0.00,107.5,220.0,Piecewise Linear,5,NG (Natural Gas),-6621.36
261287,Muskogee 4,1,OK,YES,NO,,If Agcable,270.9,0.000,1.000,142965.55,-1.29,526.11,270.9,142965.55,0.0,0.00,270.9,572.0,Piecewise Linear,5,NG (Natural Gas),-143314.78
261288,Muskogee 5,1,OK,YES,NO,,If Agcable,183.9,0.000,1.000,99309.62,-1.29,537.47,183.9,99309.62,0.0,0.00,183.9,572.0,Piecewise Linear,5,NG (Natural Gas),-99546.92
261289,Muskogee 6,1,OK,YES,NO,,If Agcable,86.9,0.000,1.000,2852.38,-1.29,19.23,86.9,2852.38,0.0,0.00,86.9,572.0,Piecewise Linear,5,SUB (Subbituminous Coal),-2964.52
261292,Mustang 3,1,OK,YES,NO,,If Agcable,22.3,0.000,1.000,27525.96,-1.07,1227.86,22.3,27525.96,0.0,-0.00,22.3,66.0,Piecewise Linear,5,NG (Natural Gas),-27549.88
261293,Mustang 4,1,OK,YES,NO,,If Agcable,16.3,0.000,1.000,17982.95,-1.07,1100.84,16.3,17982.95,0.0,0.00,16.3,66.0,Piecewise Linear,5,NG (Natural Gas),-18000.36
261294,Mustang 5,1,OK,YES,NO,,If Agcable,14.3,0.000,1.000,15330.51,-1.07,1069.23,14.3,15330.51,0.0,-0.00,14.3,66.0,Piecewise Linear,5,NG (Natural Gas),-15345.78
261295,Mustang 6,1,OK,YES,NO,,If Agcable,11.1,0.000,1.000,11265.00,-1.07,1009.18,11.1,11265.00,0.0,0.00,11.1,66.0,Piecewise Linear,5,NG (Natural Gas),-11276.87
261296,Mustang 7,1,OK,YES,NO,,If Agcable,26.2,0.000,1.000,33838.27,-1.07,1288.85,26.2,33838.27,0.0,-0.00,26.2,66.0,Piecewise Linear,5,NG (Natural Gas),-33866.32
261297,Mustang 8,1,OK,YES,NO,,If Agcable,18.2,0.000,1.000,20871.97,-1.07,1139.73,18.2,20871.96,0.0,0.00,18.2,66.0,Piecewise Linear,5,NG (Natural Gas),-20891.50
261298,Mustang 9,1,OK,YES,NO,,If Agcable,19.0,0.000,1.000,21899.95,-1.07,1148.85,19.0,21899.95,0.0,-0.00,19.0,66.0,Piecewise Linear,5,NG (Natural Gas),-21920.29
261299,Mustang 10,1,OK,YES,NO,,If Agcable,0.0,0.000,1.000,0.00,-1.07,0.00,0.0,0.00,0.0,0.00,0.0,2.5,Piecewise Linear,5,SUN (Solar),0.00
261303,Seminole 4,1,OK,YES,NO,,If Agcable,260.3,0.000,1.000,136873.53,-1.21,524.39,260.3,136873.53,0.0,-0.00,260.3,567.0,Piecewise Linear,5,NG (Natural Gas),-137188.00
261304,Seminole 5,1,OK,YES,NO,,If Agcable,156.3,0.000,1.000,135769.05,-1.21,867.00,156.3,135769.05,0.0,-0.00,156.3,567.0,Piecewise Linear,5,NG (Natural Gas),-135957.93
261305,Seminole 6,1,OK,YES,NO,,If Agcable,218.9,0.000,1.000,134184.58,-1.21,611.81,218.9,134184.58,0.0,0.00,218.9,567.0,Piecewise Linear,5,NG (Natural Gas),-134449.12
261309,Northeastern 4,1,OK,YES,NO,,If Agcable,51.6,0.000,1.000,2175.82,-1.27,39.49,51.6,2175.82,0.0,-0.00,51.6,170.0,Piecewise Linear,5,NG (Natural Gas),-2241.64
261310,Northeastern 5,1,OK,YES,NO,,If Agcable,21.1,0.000,1.000,1748.32,-1.27,72.32,21.1,1748.32,0.0,0.00,21.1,178.5,Piecewise Linear,5,NG (Natural Gas),-1775.16
261311,Northeastern 6,1,OK,YES,NO,,If Agcable,84.0,0.000,1.000,9033.71,-1.27,104.90,84.0,9033.71,0.0,0.00,84.0,178.5,Piecewise Linear,5,NG (Natural Gas),-9140.69
261312,Northeastern 7,1,OK,YES,NO,,If Agcable,72.1,0.000,1.000,3112.46,-1.27,37.93,72.1,3112.46,0.0,-0.00,72.1,473.0,Piecewise Linear,5,NG (Natural Gas),-3204.30
261313,Northeastern 8,1,OK,YES,NO,,If Agcable,197.8,0.000,1.000,6210.68,-1.27,26.46,197.8,6210.68,0.0,0.00,197.8,473.0,Piecewise Linear,5,SUB (Subbituminous Coal),-6462.53
261314,Northeastern 9,1,OK,YES,NO,,If Agcable,1.6,0.000,1.000,294.83,-1.28,184.38,1.6,294.83,0.0,-0.00,1.6,4.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-296.86
261318,Southwestern 4,1,OK,YES,NO,,If Agcable,17.6,0.000,1.000,648.50,-1.03,33.08,17.6,648.50,0.0,0.00,17.6,84.0,Piecewise Linear,5,NG (Natural Gas),-666.63
261319,Southwestern 5,1,OK,YES,NO,,If Agcable,25.5,0.000,1.000,962.65,-1.03,35.14,25.5,962.65,0.0,-0.00,25.5,84.0,Piecewise Linear,5,NG (Natural Gas),-988.95
261320,Southwestern 6,1,OK,YES,NO,,If Agcable,128.9,0.000,1.000,4699.95,-1.03,34.51,128.9,4699.95,0.0,-0.00,128.9,315.0,Piecewise Linear,5,NG (Natural Gas),-4832.91
261321,Southwestern 7,1,OK,YES,NO,,If Agcable,9.7,0.000,1.000,705.76,-1.03,61.76,9.7,705.76,0.0,0.00,9.7,86.5,Piecewise Linear,5,NG (Natural Gas),-715.74
261322,Southwestern 8,1,OK,YES,NO,,If Agcable,15.3,0.000,1.000,1126.96,-1.03,66.61,15.3,1126.96,0.0,-0.00,15.3,86.5,Piecewise Linear,5,NG (Natural Gas),-1142.74
261323,Southwestern 9,1,OK,YES,NO,,If Agcable,0.7,0.000,1.000,160.30,-1.03,215.62,0.7,160.30,0.0,-0.00,0.7,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-161.06
261326,Tulsa 3,1,OK,YES,NO,,If Agcable,62.0,0.000,1.000,6966.28,-1.25,110.11,62.0,6966.28,0.0,0.00,62.0,170.0,Piecewise Linear,5,NG (Natural Gas),-7043.79
261327,Tulsa 4,1,OK,YES,NO,,If Agcable,76.6,0.000,1.000,8535.12,-1.25,109.69,76.6,8535.12,0.0,0.00,76.6,170.0,Piecewise Linear,5,NG (Natural Gas),-8630.73
261328,Tulsa 5,1,OK,YES,NO,,If Agcable,1.0,0.000,1.000,206.08,-1.25,201.03,1.0,206.08,0.0,-0.00,1.0,8.2,Piecewise Linear,5,DFO (Distillate Fuel Oil),-207.35
261332,Weleetka 4,1,OK,YES,NO,,If Agcable,6.4,0.000,1.000,479.62,-1.23,64.29,6.4,479.62,0.0,0.00,6.4,53.0,Piecewise Linear,5,NG (Natural Gas),-487.54
261333,Weleetka 5,1,OK,YES,NO,,If Agcable,21.3,0.000,1.000,1750.54,-1.23,78.86,21.3,1750.54,0.0,-0.00,21.3,53.0,Piecewise Linear,5,NG (Natural Gas),-1776.87
261334,Weleetka 6,1,OK,YES,NO,,If Agcable,1.9,0.000,1.000,412.20,-1.23,217.31,1.9,412.20,0.0,-0.00,1.9,4.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-414.52
261339,Cushing 5,1,OK,YES,NO,,If Agcable,0.9,0.000,1.000,169.93,-1.17,194.25,0.9,169.93,0.0,-0.00,0.9,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-170.94
261339,Cushing 5,2,OK,YES,NO,,If Agcable,1.3,0.000,1.000,271.58,-1.17,210.87,1.3,271.58,0.0,-0.00,1.3,4.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-273.08
261340,Cushing 6,1,OK,YES,NO,,If Agcable,1.6,0.000,1.000,334.46,-1.18,208.88,1.6,334.46,0.0,-0.00,1.6,6.3,Piecewise Linear,5,DFO (Distillate Fuel Oil),-336.33
261340,Cushing 6,2,OK,YES,NO,,If Agcable,0.3,0.000,1.000,65.72,-1.18,225.35,0.3,65.72,0.0,-0.00,0.3,1.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-66.06
261341,Cushing 7,1,OK,YES,NO,,If Agcable,0.1,0.000,1.000,19.79,-1.17,217.82,0.1,19.79,0.0,0.00,0.1,0.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-19.90
261341,Cushing 7,2,OK,YES,NO,,If Agcable,0.2,0.000,1.000,42.64,-1.17,202.12,0.2,42.64,0.0,0.00,0.2,0.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-42.88
261342,Cushing 8,1,OK,YES,NO,,If Agcable,0.1,0.000,1.000,18.67,-1.18,205.31,0.1,18.67,0.0,-0.00,0.1,0.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-18.77
261342,Cushing 8,2,OK,YES,NO,,If Agcable,0.4,0.000,1.000,75.07,-1.18,207.69,0.4,75.07,0.0,0.00,0.4,0.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-75.49
261343,Cushing 9,1,OK,YES,NO,,If Agcable,0.8,0.000,1.000,160.46,-1.17,204.53,0.8,160.46,0.0,0.00,0.8,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-161.37
261343,Cushing 9,2,OK,YES,NO,,If Agcable,0.5,0.000,1.000,93.66,-1.17,197.29,0.5,93.66,0.0,-0.00,0.5,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-94.20
261344,Cushing 10,1,OK,YES,NO,,If Agcable,0.3,0.000,1.000,65.26,-1.18,200.48,0.3,65.26,0.0,0.00,0.3,3.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-65.64
261347,Markham 3,1,OK,YES,NO,,If Agcable,7.7,0.000,1.000,38.20,-1.29,4.98,7.7,38.20,0.0,-0.00,7.7,32.1,Piecewise Linear,5,WAT (Water),-48.08
261347,Markham 3,2,OK,YES,NO,,If Agcable,14.2,0.000,1.000,71.00,-1.29,5.00,14.2,71.00,0.0,0.00,14.2,32.1,Piecewise Linear,5,WAT (Water),-89.30
261348,Markham 4,1,OK,YES,NO,,If Agcable,7.2,0.000,1.000,35.86,-1.29,4.98,7.2,35.86,0.0,-0.00,7.2,32.1,Piecewise Linear,5,WAT (Water),-45.14
261348,Markham 4,2,OK,YES,NO,,If Agcable,8.2,0.000,1.000,40.69,-1.29,4.98,8.2,40.69,0.0,-0.00,8.2,32.1,Piecewise Linear,5,WAT (Water),-51.22
261352,Pensacola 4,1,OK,YES,NO,,If Agcable,5.3,0.000,1.000,26.24,-1.30,4.98,5.3,26.24,0.0,0.00,5.3,21.6,Piecewise Linear,5,WAT (Water),-33.09
261353,Pensacola 5,1,OK,YES,NO,,If Agcable,8.0,0.000,1.000,40.39,-1.30,5.03,8.0,40.39,0.0,-0.00,8.0,21.6,Piecewise Linear,5,WAT (Water),-50.82
261353,Pensacola 5,2,OK,YES,NO,,If Agcable,3.9,0.000,1.000,19.57,-1.30,4.98,3.9,19.57,0.0,-0.00,3.9,21.6,Piecewise Linear,5,WAT (Water),-24.67
261354,Pensacola 6,1,OK,YES,NO,,If Agcable,2.9,0.000,1.000,14.44,-1.30,4.98,2.9,14.44,0.0,0.00,2.9,21.6,Piecewise Linear,5,WAT (Water),-18.21
261354,Pensacola 6,2,OK,YES,NO,,If Agcable,2.3,0.000,1.000,11.63,-1.30,4.97,2.3,11.63,0.0,0.00,2.3,21.6,Piecewise Linear,5,WAT (Water),-14.67
261355,Pensacola 7,1,OK,YES,NO,,If Agcable,4.3,0.000,1.000,21.26,-1.30,4.98,4.3,21.26,0.0,-0.00,4.3,21.6,Piecewise Linear,5,WAT (Water),-26.81
261355,Pensacola 7,2,OK,YES,NO,,If Agcable,0.2,0.000,1.000,0.86,-1.30,5.04,0.2,0.86,0.0,0.00,0.2,0.5,Piecewise Linear,5,WAT (Water),-1.08
261359,Salina 4,1,OK,YES,NO,,If Agcable,18.8,0.000,1.000,169.59,-1.29,9.04,18.8,169.59,0.0,-0.00,18.8,43.2,Piecewise Linear,5,WAT (Water),-193.83
261360,Salina 5,1,OK,YES,NO,,If Agcable,20.3,0.000,1.000,183.99,-1.29,9.05,20.3,183.99,0.0,0.00,20.3,43.2,Piecewise Linear,5,WAT (Water),-210.25
261360,Salina 5,2,OK,YES,NO,,If Agcable,17.7,0.000,1.000,159.57,-1.29,9.00,17.7,159.57,0.0,-0.00,17.7,43.2,Piecewise Linear,5,WAT (Water),-182.48
261361,Salina 6,1,OK,YES,NO,,If Agcable,21.5,0.000,1.000,195.03,-1.29,9.05,21.5,195.03,0.0,0.00,21.5,43.2,Piecewise Linear,5,WAT (Water),-222.87
261361,Salina 6,2,OK,YES,NO,,If Agcable,15.3,0.000,1.000,137.37,-1.29,8.99,15.3,137.37,0.0,0.00,15.3,43.2,Piecewise Linear,5,WAT (Water),-157.11
261362,Salina 7,1,OK,YES,NO,,If Agcable,18.6,0.000,1.000,168.23,-1.29,9.04,18.6,168.23,0.0,-0.00,18.6,43.2,Piecewise Linear,5,WAT (Water),-192.28
261365,Keystone Dam 3,1,OK,YES,NO,,If Agcable,10.6,0.000,1.000,52.74,-1.22,4.98,10.6,52.74,0.0,0.00,10.6,35.0,Piecewise Linear,5,WAT (Water),-65.68
261365,Keystone Dam 3,2,OK,YES,NO,,If Agcable,14.0,0.000,1.000,69.96,-1.22,4.99,14.0,69.96,0.0,-0.00,14.0,35.0,Piecewise Linear,5,WAT (Water),-87.09
261367,Kingfisher 2,1,OK,YES,NO,,If Agcable,1.2,0.000,1.000,99.00,-1.07,77.62,1.2,99.00,0.0,-0.00,1.2,2.8,Piecewise Linear,5,NG (Natural Gas),-100.31
261367,Kingfisher 2,2,OK,YES,NO,,If Agcable,0.1,0.000,1.000,9.72,-1.07,57.74,0.1,9.72,0.0,-0.00,0.1,1.3,Piecewise Linear,5,NG (Natural Gas),-9.87
261368,Kingfisher 3,1,OK,YES,NO,,If Agcable,0.4,0.000,1.000,30.17,-1.07,65.65,0.4,30.17,0.0,0.00,0.4,3.1,Piecewise Linear,5,NG (Natural Gas),-30.60
261368,Kingfisher 3,2,OK,YES,NO,,If Agcable,0.5,0.000,1.000,52.16,-1.07,97.64,0.5,52.16,0.0,0.00,0.5,1.1,Piecewise Linear,5,NG (Natural Gas),-52.72
261369,Kingfisher 4,1,OK,YES,NO,,If Agcable,0.4,0.000,1.000,31.19,-1.07,81.57,0.4,31.19,0.0,-0.00,0.4,0.8,Piecewise Linear,5,NG (Natural Gas),-31.59
261372,Mangum 3,1,OK,YES,NO,,If Agcable,0.2,0.000,1.000,12.63,-0.99,59.15,0.2,12.63,0.0,-0.00,0.2,1.1,Piecewise Linear,5,NG (Natural Gas),-12.82
261372,Mangum 3,2,OK,YES,NO,,If Agcable,0.7,0.000,1.000,53.36,-0.99,79.19,0.7,53.36,0.0,0.00,0.7,1.5,Piecewise Linear,5,NG (Natural Gas),-54.01
261373,Mangum 4,1,OK,YES,NO,,If Agcable,0.7,0.000,1.000,64.61,-0.99,82.79,0.7,64.61,0.0,-0.00,0.7,2.0,Piecewise Linear,5,NG (Natural Gas),-65.36
261373,Mangum 4,2,OK,YES,NO,,If Agcable,0.2,0.000,1.000,15.27,-0.99,57.35,0.2,15.27,0.0,0.00,0.2,2.1,Piecewise Linear,5,NG (Natural Gas),-15.49
261375,Pawhuska 2,1,OK,YES,NO,,If Agcable,0.3,0.000,1.000,60.43,-1.23,230.41,0.3,60.43,0.0,-0.00,0.3,1.4,Piecewise Linear,5,DFO (Distillate Fuel Oil),-60.75
261375,Pawhuska 2,2,OK,YES,NO,,If Agcable,0.4,0.000,1.000,66.97,-1.23,178.99,0.4,66.97,0.0,0.00,0.4,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-67.42
261376,Pawhuska 3,1,OK,YES,NO,,If Agcable,0.3,0.000,1.000,55.85,-1.23,176.45,0.3,55.85,0.0,0.00,0.3,3.1,Piecewise Linear,5,DFO (Distillate Fuel Oil),-56.23
261376,Pawhuska 3,2,OK,YES,NO,,If Agcable,1.0,0.000,1.000,208.36,-1.23,197.55,1.0,208.36,0.0,0.00,1.0,2.5,Piecewise Linear,5,DFO (Distillate Fuel Oil),-209.65
261378,Boomer Lake Station 2,1,OK,YES,NO,,If Agcable,0.2,0.000,1.000,41.65,-1.16,204.57,0.2,41.65,0.0,0.00,0.2,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-41.89
261379,Boomer Lake Station 3,1,OK,YES,NO,,If Agcable,0.7,0.000,1.000,149.47,-1.16,200.99,0.7,149.47,0.0,-0.00,0.7,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-150.33
261379,Boomer Lake Station 3,2,OK,YES,NO,,If Agcable,0.8,0.000,1.000,151.52,-1.16,186.15,0.8,151.52,0.0,-0.00,0.8,2.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-152.46
261383,Anadarko Plant 4,1,OK,YES,NO,,If Agcable,2.2,0.000,1.000,118.16,-1.03,48.51,2.2,118.16,0.0,-0.00,2.2,17.3,Piecewise Linear,5,NG (Natural Gas),-120.38
261383,Anadarko Plant 4,2,OK,YES,NO,,If Agcable,20.6,0.000,1.000,2836.25,-1.03,134.86,20.6,2836.25,0.0,0.00,20.6,45.0,Piecewise Linear,5,NG (Natural Gas),-2857.58
261384,Anadarko Plant 5,1,OK,YES,NO,,If Agcable,8.0,0.000,1.000,858.78,-1.03,100.50,8.0,858.78,0.0,-0.00,8.0,45.0,Piecewise Linear,5,NG (Natural Gas),-867.04
261384,Anadarko Plant 5,2,OK,YES,NO,,If Agcable,7.0,0.000,1.000,371.31,-1.03,51.21,7.0,371.31,0.0,-0.00,7.0,17.3,Piecewise Linear,5,NG (Natural Gas),-378.53
261385,Anadarko Plant 6,1,OK,YES,NO,,If Agcable,17.2,0.000,1.000,915.01,-1.03,50.87,17.2,915.01,0.0,-0.00,17.2,50.0,Piecewise Linear,5,NG (Natural Gas),-932.81
261386,Anadarko Plant 7,1,OK,YES,NO,,If Agcable,35.3,0.000,1.000,4301.21,-1.03,118.09,35.3,4301.21,0.0,0.00,35.3,105.1,Piecewise Linear,5,NG (Natural Gas),-4337.73
261387,Anadarko Plant 8,1,OK,YES,NO,,If Agcable,29.3,0.000,1.000,3359.73,-1.03,110.14,29.3,3359.73,0.0,-0.00,29.3,105.1,Piecewise Linear,5,NG (Natural Gas),-3390.05
261388,Anadarko Plant 9,1,OK,YES,NO,,If Agcable,52.5,0.000,1.000,7474.58,-1.03,139.98,52.5,7474.58,0.0,-0.00,52.5,105.1,Piecewise Linear,5,NG (Natural Gas),-7528.82
261389,Anadarko Plant 10,1,OK,YES,NO,,If Agcable,15.3,0.000,1.000,1892.00,-1.03,119.87,15.3,1892.00,0.0,-0.00,15.3,45.0,Piecewise Linear,5,NG (Natural Gas),-1907.83
261393,Mooreland 4,1,OK,YES,NO,,If Agcable,19.0,0.000,1.000,885.90,-0.97,44.80,19.0,885.90,0.0,0.00,19.0,45.0,Piecewise Linear,5,NG (Natural Gas),-904.33
261393,Mooreland 4,2,OK,YES,NO,,If Agcable,40.4,0.000,1.000,1870.92,-0.97,43.81,40.4,1870.92,0.0,0.00,40.4,125.0,Piecewise Linear,5,NG (Natural Gas),-1910.20
261394,Mooreland 5,1,OK,YES,NO,,If Agcable,17.4,0.000,1.000,849.02,-0.97,42.58,17.4,849.02,0.0,-0.00,17.4,135.0,Piecewise Linear,5,NG (Natural Gas),-865.94
261397,Riverside (OK) 3,1,OK,YES,NO,,If Agcable,120.8,0.000,1.000,4906.59,-1.24,36.10,120.8,4906.59,0.0,-0.00,120.8,473.0,Piecewise Linear,5,NG (Natural Gas),-5056.75
261398,Riverside (OK) 4,1,OK,YES,NO,,If Agcable,216.2,0.000,1.000,8919.60,-1.24,38.72,216.2,8919.60,0.0,-0.00,216.2,473.0,Piecewise Linear,5,NG (Natural Gas),-9188.24
261399,Riverside (OK) 5,1,OK,YES,NO,,If Agcable,42.2,0.000,1.000,1916.08,-1.24,32.44,42.2,1916.08,0.0,-0.00,42.2,86.5,Piecewise Linear,5,NG (Natural Gas),-1968.51
261400,Riverside (OK) 6,1,OK,YES,NO,,If Agcable,22.9,0.000,1.000,1277.58,-1.24,31.94,22.9,1277.58,0.0,0.00,22.9,86.5,Piecewise Linear,5,NG (Natural Gas),-1306.04
261401,Riverside (OK) 7,1,OK,YES,NO,,If Agcable,0.7,0.000,1.000,137.59,-1.25,206.95,0.7,137.59,0.0,0.00,0.7,2.7,Piecewise Linear,5,DFO (Distillate Fuel Oil),-138.41
261405,Sooner 4,1,OK,YES,NO,,If Agcable,59.5,0.000,1.000,2166.59,-1.15,16.66,59.5,2166.59,0.0,-0.00,59.5,569.0,Piecewise Linear,5,SUB (Subbituminous Coal),-2235.02
261406,Sooner 5,1,OK,YES,NO,,If Agcable,267.2,0.000,1.000,9895.21,-1.15,32.63,267.2,9895.21,0.0,0.00,267.2,569.0,Piecewise Linear,5,SUB (Subbituminous Coal),-10201.85
261410,Broken Bow Dam 4,1,OK,YES,NO,,If Agcable,16.9,0.000,1.000,84.36,-1.33,4.98,16.9,84.36,0.0,-0.00,16.9,50.0,Piecewise Linear,5,WAT (Water),-106.92
261411,Broken Bow Dam 5,1,OK,YES,NO,,If Agcable,9.1,0.000,1.000,45.19,-1.33,4.95,9.1,45.19,0.0,-0.00,9.1,50.0,Piecewise Linear,5,WAT (Water),-57.35
261415,Hugo 4,1,OK,YES,NO,,If Agcable,107.4,0.000,1.000,3465.69,-1.32,23.69,107.4,3465.69,0.0,0.00,107.4,446.0,Piecewise Linear,5,SUB (Subbituminous Coal),-3606.98
261420,Kaw Hydro 5,1,OK,YES,NO,,If Agcable,5.8,0.000,1.000,29.02,-1.16,4.96,5.8,29.02,0.0,-0.00,5.8,37.0,Piecewise Linear,5,WAT (Water),-35.79
261424,Ponca City 4,1,OK,YES,NO,,If Agcable,2.6,0.000,1.000,98.54,-1.15,31.32,2.6,98.54,0.0,-0.00,2.6,19.8,Piecewise Linear,5,NG (Natural Gas),-101.57
261424,Ponca City 4,2,OK,YES,NO,,If Agcable,6.8,0.000,1.000,414.20,-1.15,51.04,6.8,414.20,0.0,0.00,6.8,54.0,Piecewise Linear,5,NG (Natural Gas),-421.97
261425,Ponca City 5,1,OK,YES,NO,,If Agcable,18.2,0.000,1.000,1257.01,-1.15,64.80,18.2,1257.01,0.0,-0.00,18.2,60.5,Piecewise Linear,5,NG (Natural Gas),-1277.89
261429,Comanche (OK) 4,1,OK,YES,NO,,If Agcable,26.4,0.000,1.000,2886.93,-1.04,105.33,26.4,2886.93,0.0,-0.00,26.4,85.0,Piecewise Linear,5,NG (Natural Gas),-2914.32
261430,Comanche (OK) 5,1,OK,YES,NO,,If Agcable,35.9,0.000,1.000,4333.47,-1.04,117.82,35.9,4333.47,0.0,-0.00,35.9,85.0,Piecewise Linear,5,NG (Natural Gas),-4370.69
261431,Comanche (OK) 6,1,OK,YES,NO,,If Agcable,44.6,0.000,1.000,2227.22,-1.04,47.74,44.6,2227.22,0.0,-0.00,44.6,120.0,Piecewise Linear,5,NG (Natural Gas),-2273.55
261432,Comanche (OK) 7,1,OK,YES,NO,,If Agcable,0.9,0.000,1.000,170.32,-1.04,189.71,0.9,170.32,0.0,0.00,0.9,4.0,Piecewise Linear,5,DFO (Distillate Fuel Oil),-171.25
261437,Muskogee Mill 5,1,OK,YES,NO,,If Agcable,10.8,0.000,1.000,373.93,-1.29,32.80,10.8,373.93,0.0,-0.00,10.8,25.0,Piecewise Linear,5,NG (Natural Gas),-387.83
261437,Muskogee Mill 5,2,OK,YES,NO,,If Agcable,17.4,0.000,1.000,595.22,-1.29,32.16,17.4,595.22,0.0,-0.00,17.4,44.5,Piecewise Linear,5,NG (Natural Gas),-617.63
261438,Muskogee Mill 6,1,OK,YES,NO,,If Agcable,4.5,0.000,1.000,175.59,-1.29,31.45,4.5,175.59,0.0,0.00,4.5,44.5,Piecewise Linear,5,NG (Natural Gas),-181.33
261442,River Valley 4,1,OK,YES,NO,,If Agcable,53.5,0.000,1.000,1963.49,-1.33,29.96,53.5,1963.49,0.0,-0.00,53.5,175.0,Piecewise Linear,5,SUB (Subbituminous Coal),-2034.72
261443,River Valley 5,1,OK,YES,NO,,If Agcable,43.0,0.000,1.000,1513.61,-1.33,26.78,43.0,1513.61,0.0,-0.00,43.0,175.0,Piecewise Linear,5,SUB (Subbituminous Coal),-1570.93
261447,International Paper Valliant OK 4,1,OK,YES,NO,,If Agcable,17.2,0.000,1.000,334.78,-1.32,19.43,17.2,334.78,0.0,-0.00,17.2,68.0,Piecewise Linear,5,BLQ (Black Liquor),-357.58
261450,University of Oklahoma 3,1,OK,YES,NO,,If Agcable,1.4,0.000,1.000,50.48,-1.09,31.32,1.4,50.48,0.0,-0.00,1.4,7.5,Piecewise Linear,5,NG (Natural Gas),-52.03
261450,University of Oklahoma 3,2,OK,YES,NO,,If Agcable,1.0,0.000,1.000,31.25,-1.09,29.55,1.0,31.25,0.0,-0.00,1.0,2.5,Piecewise Linear,5,NG (Natural Gas),-32.33
261451,University of Oklahoma 4,1,OK,YES,NO,,If Agcable,1.2,0.000,1.000,36.58,-1.09,27.89,1.2,36.58,0.0,0.00,1.2,2.5,Piecewise Linear,5,NG (Natural Gas),-37.93
261451,University of Oklahoma 4,2,OK,YES,NO,,If Agcable,0.9,0.000,1.000,28.43,-1.09,29.06,0.9,28.43,0.0,-0.00,0.9,4.3,Piecewise Linear,5,NG (Natural Gas),-29.37
261452,University of Oklahoma 5,1,OK,YES,NO,,If Agcable,0.4,0.000,1.000,81.03,-1.09,186.89,0.4,81.03,0.0,0.00,0.4,1.8,Piecewise Linear,5,DFO (Distillate Fuel Oil),-81.50
261455,Frontier 3,1,OK,YES,NO,,If Agcable,19.2,0.000,1.000,1353.94,-1.07,65.89,19.2,1353.94,0.0,-0.00,19.2,72.5,Piecewise Linear,5,NG (Natural Gas),-1374.52
