Load
Number of Bus,Name of Bus,ID,Area Name of Load,AGC,MW,Cost Shift $/MWh,Cost Multiplier,Hourly Benefit,MW Marg. Cost of Bus,HDR::Load_GenICost:1,Initial MW,Initial Cost,Delta MW,Delta Cost,Min MW,Max MW,# of Benefit Curve Points,Profit $/hr
200598,HOLTS SUMMIT 2 1,D,MO,YES,8.9,0.000,1.000,5272.84,-1.81,33.51,8.9,5272.84,0.0,0.00,0.0,21.6,4,5288.95
200599,LAKE OZARK 1,D,MO,YES,18.4,0.000,1.000,5180.60,-1.84,35.41,18.4,5180.60,0.0,0.00,0.0,40.4,4,5214.50
200600,LINN 1,D,MO,YES,8.7,0.000,1.000,2464.78,-1.81,42.59,8.7,2464.78,0.0,0.00,0.0,20.7,4,2480.50
200601,NEW BLOOMFIELD 1,D,MO,YES,3.0,0.000,1.000,1097.07,-1.76,30.17,3.0,1097.07,0.0,0.00,0.0,7.2,4,1102.36
200602,OWENSVILLE 4 1,D,MO,YES,5.0,0.000,1.000,1445.80,-1.71,58.85,5.0,1445.80,0.0,-0.00,0.0,15.0,4,1454.37
200603,OWENSVILLE 5 1,D,MO,YES,3.0,0.000,1.000,1876.33,-1.72,33.27,3.0,1876.33,0.0,0.00,0.0,7.2,4,1881.49
200604,OWENSVILLE 6 1,D,MO,YES,4.2,0.000,1.000,609.96,-1.72,28.35,4.2,609.96,0.0,0.00,0.0,8.5,4,617.16
200605,SAINT ELIZABETH 1,D,MO,YES,3.0,0.000,1.000,444.96,-1.84,30.64,3.0,444.96,0.0,-0.00,0.0,6.9,4,450.47
200606,STOVER 1,D,MO,YES,7.2,0.000,1.000,1855.85,-1.87,30.00,7.2,1855.85,0.0,0.00,0.0,19.6,4,1869.29
200607,SUNRISE BEACH 1,D,MO,YES,9.0,0.000,1.000,4313.14,-1.86,52.32,9.0,4313.14,0.0,-0.00,0.0,18.9,4,4329.89
200608,TIPTON 4 1,D,MO,YES,6.0,0.000,1.000,493.86,-1.85,32.52,6.0,493.86,0.0,0.00,0.0,13.8,4,504.94
200609,TIPTON 5 1,D,MO,YES,4.7,0.000,1.000,1407.00,-1.85,50.45,4.7,1407.00,0.0,-0.00,0.0,10.3,4,1415.70
200610,VERSAILLES 2 1,D,MO,YES,8.1,0.000,1.000,4162.15,-1.86,42.30,8.1,4162.15,0.0,-0.00,0.0,17.0,4,4177.26
200611,WESTPHALIA 1 1,D,MO,YES,3.1,0.000,1.000,1713.44,-1.80,29.97,3.1,1713.44,0.0,0.00,0.0,7.6,4,1719.02
200612,JEFFERSON CITY 1 1,D,MO,YES,21.7,0.000,1.000,1835.99,-1.81,30.00,21.7,1835.99,0.0,0.00,0.0,48.9,4,1875.35
200613,JEFFERSON CITY 2 1,D,MO,YES,12.1,0.000,1.000,5550.73,-1.82,33.42,12.1,5550.73,0.0,0.00,0.0,24.4,4,5572.80
200614,JEFFERSON CITY 3 1,D,MO,YES,11.4,0.000,1.000,6749.60,-1.82,32.79,11.4,6749.60,0.0,-0.00,0.0,28.3,4,6770.37
200615,JEFFERSON CITY 4 1,D,MO,YES,14.7,0.000,1.000,3486.52,-1.83,30.00,14.7,3486.52,0.0,0.00,0.0,33.0,4,3513.39
200616,JEFFERSON CITY 5 1,D,MO,YES,14.6,0.000,1.000,2644.79,-1.82,41.80,14.6,2644.79,0.0,-0.00,0.0,34.1,4,2671.37
200617,JEFFERSON CITY 6 1,D,MO,YES,7.2,0.000,1.000,7248.93,-1.83,28.36,7.2,7248.93,0.0,0.00,0.0,30.4,4,7262.07
200618,JEFFERSON CITY 7 1,D,MO,YES,15.8,0.000,1.000,5364.92,-1.81,30.00,15.8,5364.92,0.0,0.00,0.0,34.0,4,5393.46
200619,COLUMBIA 9 1,D,MO,YES,13.8,0.000,1.000,5948.92,-1.75,30.00,13.8,5948.92,0.0,0.00,0.0,31.4,4,5973.01
200620,COLUMBIA 10 1,D,MO,YES,13.3,0.000,1.000,1799.25,-1.75,29.56,13.3,1799.25,0.0,-0.00,0.0,31.4,4,1822.47
200621,COLUMBIA 11 1,D,MO,YES,13.4,0.000,1.000,1832.31,-1.74,18.15,13.4,1832.31,0.0,-0.00,0.0,31.4,4,1855.63
200622,COLUMBIA 12 1,D,MO,YES,14.5,0.000,1.000,6130.32,-1.74,20.64,14.5,6130.32,0.0,0.00,0.0,31.6,4,6155.61
200623,COLUMBIA 13 1,D,MO,YES,16.2,0.000,1.000,1879.08,-1.72,8.70,16.2,1879.08,0.0,0.00,0.0,37.6,4,1906.89
200624,COLUMBIA 14 1,D,MO,YES,13.8,0.000,1.000,2467.09,-1.73,37.47,13.8,2467.09,0.0,0.00,0.0,29.7,4,2491.00
200625,COLUMBIA 15 1,D,MO,YES,14.8,0.000,1.000,5434.25,-1.73,15.75,14.8,5434.25,0.0,0.00,0.0,33.7,4,5459.89
200626,COLUMBIA 16 1,D,MO,YES,13.2,0.000,1.000,3488.42,-1.71,30.52,13.2,3488.42,0.0,0.00,0.0,29.7,4,3511.02
200627,COLUMBIA 17 1,D,MO,YES,10.7,0.000,1.000,4283.72,-1.74,30.00,10.7,4283.72,0.0,-0.00,0.0,29.7,4,4302.29
200628,BOONVILLE 4 1,D,MO,YES,8.0,0.000,1.000,3257.08,-1.71,43.40,8.0,3257.08,0.0,0.00,0.0,18.5,4,3270.75
200630,BOONVILLE 5 2,D,MO,YES,15.2,0.000,1.000,1437.31,-1.31,7.75,15.2,1437.31,0.0,-0.00,0.0,30.0,4,1457.14
200631,CENTRALIA 1 1,D,MO,YES,2.7,0.000,1.000,1820.92,-1.65,35.58,2.7,1820.92,0.0,-0.00,0.0,8.1,4,1825.39
200632,CENTRALIA 2 1,D,MO,YES,3.8,0.000,1.000,1991.13,-1.64,22.28,3.8,1991.13,0.0,-0.00,0.0,8.8,4,1997.36
200633,CENTRALIA 3 1,D,MO,YES,3.5,0.000,1.000,1527.18,-1.67,30.00,3.5,1527.18,0.0,0.00,0.0,8.1,4,1533.01
200634,FULTON 4 1,D,MO,YES,6.1,0.000,1.000,2982.13,-1.74,69.41,6.1,2982.13,0.0,-0.00,0.0,17.9,4,2992.72
200635,FULTON 5 1,D,MO,YES,8.4,0.000,1.000,1501.17,-1.73,8.39,8.4,1501.17,0.0,0.00,0.0,17.9,4,1515.68
200636,FULTON 6 1,D,MO,YES,6.6,0.000,1.000,2470.56,-1.73,21.69,6.6,2470.56,0.0,-0.00,0.0,17.9,4,2481.98
200637,FULTON 7 1,D,MO,YES,7.4,0.000,1.000,3652.91,-1.74,31.68,7.4,3652.91,0.0,0.00,0.0,17.9,4,3665.78
200638,GLASGOW 1,D,MO,YES,4.2,0.000,1.000,2008.78,-1.66,50.72,4.2,2008.78,0.0,0.00,0.0,9.3,4,2015.76
200639,MEXICO 1 1,D,MO,YES,5.4,0.000,1.000,939.79,-1.66,68.03,5.4,939.79,0.0,0.00,0.0,12.3,4,948.78
200640,MEXICO 2 1,D,MO,YES,5.0,0.000,1.000,2026.91,-1.66,30.00,5.0,2026.91,0.0,0.00,0.0,12.3,4,2035.21
200641,MEXICO 3 1,D,MO,YES,6.3,0.000,1.000,3242.96,-1.65,50.57,6.3,3242.96,0.0,-0.00,0.0,16.5,4,3253.35
200642,MEXICO 4 1,D,MO,YES,5.6,0.000,1.000,3299.74,-1.66,10.80,5.6,3299.74,0.0,-0.00,0.0,13.0,4,3309.05
200643,MOBERLY 1 1,D,MO,YES,9.7,0.000,1.000,691.09,-1.58,9.65,9.7,691.09,0.0,0.00,0.0,20.7,4,706.46
200644,MOBERLY 2 1,D,MO,YES,14.1,0.000,1.000,4335.16,-1.58,11.11,14.1,4335.16,0.0,0.00,0.0,32.2,4,4357.48
200645,MOBERLY 3 1,D,MO,YES,6.9,0.000,1.000,3152.29,-1.67,28.72,6.9,3152.29,0.0,-0.00,0.0,15.8,4,3163.81
200646,PARIS 4 1,D,MO,YES,4.5,0.000,1.000,2576.35,-1.60,12.41,4.5,2576.35,0.0,0.00,0.0,11.1,4,2583.56
200647,PILOT GROVE 1,D,MO,YES,4.3,0.000,1.000,2406.05,-1.85,33.52,4.3,2406.05,0.0,-0.00,0.0,9.3,4,2414.01
200648,SALISBURY 1 1,D,MO,YES,7.4,0.000,1.000,2550.68,-1.66,36.77,7.4,2550.68,0.0,-0.00,0.0,15.0,4,2562.96
200649,SEDALIA 1 1,D,MO,YES,16.0,0.000,1.000,5649.58,-1.65,12.92,16.0,5649.58,0.0,0.00,0.0,32.8,4,5676.01
200650,SEDALIA 2 1,D,MO,YES,12.2,0.000,1.000,1688.14,-1.65,45.75,12.2,1688.14,0.0,0.00,0.0,30.9,4,1708.21
200652,SEDALIA 3 2,D,MO,YES,25.2,0.000,1.000,15430.95,-1.31,41.36,25.2,15430.95,0.0,-0.00,0.0,61.3,4,15463.85
200655,EDWARDS 1,D,MO,YES,5.7,0.000,1.000,2245.53,-1.86,7.68,5.7,2245.53,0.0,-0.00,0.0,11.2,4,2256.15
200656,KNOB NOSTER 1 1,D,MO,YES,10.1,0.000,1.000,5610.55,-1.63,32.97,10.1,5610.55,0.0,-0.00,0.0,22.3,4,5626.99
200657,KNOB NOSTER 2 1,D,MO,YES,3.5,0.000,1.000,858.30,-1.62,20.34,3.5,858.30,0.0,-0.00,0.0,11.8,4,863.95
200658,LINCOLN 7 1,D,MO,YES,7.2,0.000,1.000,1550.72,-1.68,10.48,7.2,1550.72,0.0,-0.00,0.0,16.8,4,1562.80
200659,MARSHALL 15 1,D,MO,YES,9.7,0.000,1.000,4714.39,-1.66,37.88,9.7,4714.39,0.0,0.00,0.0,18.9,4,4730.47
200660,MARSHALL 16 1,D,MO,YES,19.3,0.000,1.000,8455.11,-1.65,11.11,19.3,8455.11,0.0,0.00,0.0,40.6,4,8486.88
200661,SWEET SPRINGS 1,D,MO,YES,4.2,0.000,1.000,1814.41,-1.64,22.52,4.2,1814.41,0.0,0.00,0.0,9.0,4,1821.29
200662,WARSAW 6 1,D,MO,YES,5.2,0.000,1.000,2434.78,-1.71,30.00,5.2,2434.78,0.0,0.00,0.0,11.2,4,2443.69
200663,WARSAW 7 1,D,MO,YES,5.5,0.000,1.000,3718.60,-1.71,49.48,5.5,3718.60,0.0,-0.00,0.0,13.3,4,3728.01
200664,WARSAW 8 1,D,MO,YES,7.8,0.000,1.000,3348.09,-1.69,65.46,7.8,3348.09,0.0,-0.00,0.0,14.4,4,3361.29
200665,WINDSOR 1 1,D,MO,YES,2.3,0.000,1.000,159.29,-1.65,26.40,2.3,159.29,0.0,0.00,0.0,5.1,4,163.08
200666,WINDSOR 2 1,D,MO,YES,5.2,0.000,1.000,1403.66,-1.66,9.09,5.2,1403.66,0.0,-0.00,0.0,12.3,4,1412.28
200667,ROLLA 1 1,D,MO,YES,11.4,0.000,1.000,3108.65,-1.79,10.50,11.4,3108.65,0.0,-0.00,0.0,26.7,4,3129.02
200668,ROLLA 2 1,D,MO,YES,10.5,0.000,1.000,2145.05,-1.79,52.28,10.5,2145.05,0.0,-0.00,0.0,25.8,4,2163.85
200670,ROLLA 3 2,D,MO,YES,12.7,0.000,1.000,2564.51,-1.38,19.01,12.7,2564.51,0.0,0.00,0.0,29.2,4,2582.02
200671,ROLLA 4 1,D,MO,YES,10.9,0.000,1.000,4942.76,-1.79,11.08,10.9,4942.76,0.0,-0.00,0.0,25.8,4,4962.29
200672,BIRCH TREE 1,D,MO,YES,4.0,0.000,1.000,1486.32,-1.74,18.99,4.0,1486.32,0.0,-0.00,0.0,10.4,4,1493.28
200673,BOURBON 4 1,D,MO,YES,8.9,0.000,1.000,2700.90,-1.64,29.10,8.9,2700.90,0.0,-0.00,0.0,20.1,4,2715.52
200674,CUBA 2 1,D,MO,YES,7.9,0.000,1.000,1557.43,-1.73,58.08,7.9,1557.43,0.0,0.00,0.0,18.2,4,1571.12
200675,CUBA 3 1,D,MO,YES,5.0,0.000,1.000,2177.74,-1.73,8.00,5.0,2177.74,0.0,-0.00,0.0,10.8,4,2186.38
200676,DIXON 4 1,D,MO,YES,7.3,0.000,1.000,4219.52,-1.80,11.56,7.3,4219.52,0.0,0.00,0.0,18.1,4,4232.68
200677,DIXON 5 1,D,MO,YES,4.3,0.000,1.000,788.63,-1.81,10.50,4.3,788.63,0.0,-0.00,0.0,8.8,4,796.42
200678,EMINENCE 1,D,MO,YES,3.2,0.000,1.000,1024.77,-1.71,10.50,3.2,1024.77,0.0,0.00,0.0,7.5,4,1030.24
200679,FORT LEONARD WOOD 1 1,D,MO,YES,5.6,0.000,1.000,894.51,-1.81,39.07,5.6,894.51,0.0,-0.00,0.0,12.0,4,904.64
200680,FORT LEONARD WOOD 2 1,D,MO,YES,8.1,0.000,1.000,5797.98,-1.81,44.70,8.1,5797.98,0.0,-0.00,0.0,26.2,4,5812.63
200681,FORT LEONARD WOOD 3 1,D,MO,YES,10.1,0.000,1.000,1708.14,-1.37,18.03,10.1,1708.14,0.0,0.00,0.0,22.5,4,1721.93
200682,HOUSTON 5 1,D,MO,YES,7.5,0.000,1.000,1628.70,-1.79,34.43,7.5,1628.70,0.0,0.00,0.0,17.7,4,1642.10
200683,IBERIA 1,D,MO,YES,6.7,0.000,1.000,2296.67,-1.84,39.09,6.7,2296.67,0.0,0.00,0.0,16.7,4,2308.97
200684,LEBANON 5 1,D,MO,YES,10.2,0.000,1.000,4273.03,-1.83,33.83,10.2,4273.03,0.0,-0.00,0.0,23.0,4,4291.71
200685,LEBANON 6 1,D,MO,YES,11.6,0.000,1.000,5563.06,-1.83,48.00,11.6,5563.06,0.0,-0.00,0.0,28.6,4,5584.32
200687,LEBANON 7 2,D,MO,YES,9.5,0.000,1.000,1483.91,-1.35,17.77,9.5,1483.91,0.0,-0.00,0.0,23.0,4,1496.75
200688,LEBANON 8 1,D,MO,YES,11.5,0.000,1.000,5493.24,-1.83,31.99,11.5,5493.24,0.0,-0.00,0.0,24.3,4,5514.27
200689,LICKING 1 1,D,MO,YES,6.6,0.000,1.000,2254.61,-1.78,35.62,6.6,2254.61,0.0,-0.00,0.0,15.7,4,2266.38
200690,LICKING 2 1,D,MO,YES,3.1,0.000,1.000,626.73,-1.79,24.00,3.1,626.73,0.0,0.00,0.0,8.9,4,632.28
200691,PLATO 1,D,MO,YES,4.8,0.000,1.000,1800.57,-1.80,36.30,4.8,1800.57,0.0,-0.00,0.0,11.0,4,1809.21
200692,RICHLAND 4 1,D,MO,YES,4.3,0.000,1.000,1157.46,-1.82,24.48,4.3,1157.46,0.0,0.00,0.0,9.2,4,1165.30
200693,RICHLAND 5 1,D,MO,YES,2.8,0.000,1.000,1603.76,-1.82,60.00,2.8,1603.76,0.0,0.00,0.0,6.2,4,1608.85
200694,SAINT JAMES 3 1,D,MO,YES,3.9,0.000,1.000,1695.43,-1.75,42.53,3.9,1695.43,0.0,0.00,0.0,10.9,4,1702.27
200695,SAINT JAMES 4 1,D,MO,YES,4.1,0.000,1.000,1393.40,-1.79,50.65,4.1,1393.40,0.0,0.00,0.0,10.8,4,1400.74
200696,SAINT JAMES 5 1,D,MO,YES,3.7,0.000,1.000,1531.21,-1.74,9.01,3.7,1531.21,0.0,0.00,0.0,10.0,4,1537.66
200697,SALEM 9 1,D,MO,YES,7.5,0.000,1.000,1168.95,-1.73,45.10,7.5,1168.95,0.0,0.00,0.0,16.0,4,1181.91
200698,SALEM 10 1,D,MO,YES,4.7,0.000,1.000,3285.19,-1.71,56.67,4.7,3285.19,0.0,0.00,0.0,15.7,4,3293.21
200699,SALEM 11 1,D,MO,YES,7.4,0.000,1.000,3894.73,-1.40,52.39,7.4,3894.73,0.0,0.00,0.0,17.3,4,3905.07
200700,STEELVILLE 1 1,D,MO,YES,4.9,0.000,1.000,2749.53,-1.67,27.43,4.9,2749.53,0.0,-0.00,0.0,11.4,4,2757.74
200701,STEELVILLE 2 1,D,MO,YES,4.8,0.000,1.000,2233.92,-1.66,32.52,4.8,2233.92,0.0,-0.00,0.0,13.6,4,2241.89
200702,SUMMERSVILLE 1,D,MO,YES,3.0,0.000,1.000,1265.85,-1.73,12.90,3.0,1265.85,0.0,0.00,0.0,7.0,4,1271.05
200703,VIENNA 1 1,D,MO,YES,5.5,0.000,1.000,2017.62,-1.78,23.99,5.5,2017.62,0.0,0.00,0.0,11.8,4,2027.39
200704,WAYNESVILLE 1 1,D,MO,YES,8.2,0.000,1.000,5014.50,-1.82,39.70,8.2,5014.50,0.0,-0.00,0.0,20.4,4,5029.43
200705,WAYNESVILLE 2 1,D,MO,YES,5.2,0.000,1.000,1215.20,-1.82,22.43,5.2,1215.20,0.0,0.00,0.0,13.1,4,1224.66
200706,WAYNESVILLE 3 1,D,MO,YES,5.6,0.000,1.000,1131.11,-1.81,17.85,5.6,1131.11,0.0,-0.00,0.0,13.1,4,1141.27
200707,SAINT ROBERT 1 1,D,MO,YES,9.5,0.000,1.000,4407.92,-1.81,29.86,9.5,4407.92,0.0,-0.00,0.0,21.6,4,4425.12
200708,SAINT ROBERT 2 1,D,MO,YES,4.1,0.000,1.000,606.35,-1.82,21.12,4.1,606.35,0.0,-0.00,0.0,10.7,4,613.80
200709,WINONA 7 1,D,MO,YES,4.3,0.000,1.000,1534.15,-1.69,16.85,4.3,1534.15,0.0,0.00,0.0,8.9,4,1541.40
200710,LONG LANE 1,D,MO,YES,2.9,0.000,1.000,1034.97,-1.79,65.65,2.9,1034.97,0.0,-0.00,0.0,6.1,4,1040.16
200711,ASH GROVE 1,D,MO,YES,6.9,0.000,1.000,577.51,-1.66,27.63,6.9,577.51,0.0,-0.00,0.0,15.0,4,588.98
200712,AURORA 9 1,D,MO,YES,11.3,0.000,1.000,3435.59,-1.63,20.42,11.3,3435.59,0.0,0.00,0.0,25.8,4,3454.06
200713,AURORA 10 1,D,MO,YES,7.2,0.000,1.000,1562.37,-1.56,36.35,7.2,1562.37,0.0,0.00,0.0,16.2,4,1573.60
200714,ALTON 1 1,D,MO,YES,5.9,0.000,1.000,462.41,-1.69,19.77,5.9,462.41,0.0,0.00,0.0,12.2,4,472.36
200716,AVA 1 2,D,MO,YES,15.3,0.000,1.000,2034.30,-1.35,60.21,15.3,2034.30,0.0,0.00,0.0,34.1,4,2055.00
200717,BILLINGS 1 1,D,MO,YES,13.0,0.000,1.000,7301.25,-1.78,21.58,13.0,7301.25,0.0,0.00,0.0,29.0,4,7324.35
200718,BILLINGS 2 1,D,MO,YES,9.7,0.000,1.000,1367.47,-1.74,31.86,9.7,1367.47,0.0,-0.00,0.0,19.6,4,1384.31
200720,BOLIVAR 1 2,D,MO,YES,11.1,0.000,1.000,6602.19,-1.32,42.22,11.1,6602.19,0.0,0.00,0.0,28.0,4,6616.82
200723,BOLIVAR 2 1,D,MO,YES,7.8,0.000,1.000,3462.73,-1.78,16.88,7.8,3462.73,0.0,-0.00,0.0,17.4,4,3476.59
200724,BOLIVAR 3 1,D,MO,YES,6.7,0.000,1.000,1133.72,-1.78,26.64,6.7,1133.72,0.0,0.00,0.0,16.5,4,1145.63
200725,BRANSON 1 1,D,MO,YES,15.1,0.000,1.000,2682.29,-1.53,10.50,15.1,2682.29,0.0,0.00,0.0,38.1,4,2705.37
200726,BRANSON 2 1,D,MO,YES,5.8,0.000,1.000,1801.07,-1.52,40.76,5.8,1801.07,0.0,-0.00,0.0,19.4,4,1809.91
200727,BRANSON 3 1,D,MO,YES,12.4,0.000,1.000,4622.34,-1.52,61.84,12.4,4622.34,0.0,0.00,0.0,31.9,4,4641.17
200729,BRANSON 4 2,D,MO,YES,10.6,0.000,1.000,3319.94,-1.35,39.74,10.6,3319.94,0.0,-0.00,0.0,24.5,4,3334.22
200732,BUFFALO 5 1,D,MO,YES,4.9,0.000,1.000,2760.50,-1.79,15.73,4.9,2760.50,0.0,-0.00,0.0,11.8,4,2769.29
200733,BUFFALO 6 1,D,MO,YES,4.8,0.000,1.000,2450.07,-1.82,30.00,4.8,2450.07,0.0,0.00,0.0,9.3,4,2458.81
200734,BUFFALO 7 1,D,MO,YES,6.3,0.000,1.000,3827.07,-1.80,58.60,6.3,3827.07,0.0,-0.00,0.0,14.6,4,3838.40
200736,CASSVILLE 2 2,D,MO,YES,10.8,0.000,1.000,5342.16,-1.35,47.73,10.8,5342.16,0.0,-0.00,0.0,26.6,4,5356.77
200739,CONWAY 3 1,D,MO,YES,5.0,0.000,1.000,2878.69,-1.83,30.74,5.0,2878.69,0.0,0.00,0.0,12.3,4,2887.83
200740,DORA 1,D,MO,YES,3.6,0.000,1.000,618.29,-1.68,30.00,3.6,618.29,0.0,0.00,0.0,8.9,4,624.35
200741,ELKLAND 1,D,MO,YES,7.1,0.000,1.000,1065.17,-1.82,45.45,7.1,1065.17,0.0,-0.00,0.0,13.3,4,1078.10
200742,EVERTON 4 1,D,MO,YES,4.6,0.000,1.000,1704.90,-1.68,54.64,4.6,1704.90,0.0,-0.00,0.0,10.2,4,1712.60
200743,FAIR GROVE 1,D,MO,YES,6.9,0.000,1.000,1310.74,-1.84,26.92,6.9,1310.74,0.0,0.00,0.0,15.6,4,1323.41
200744,FAIR PLAY 1,D,MO,YES,3.6,0.000,1.000,591.20,-1.74,59.87,3.6,591.20,0.0,-0.00,0.0,8.9,4,597.46
200745,FORSYTH 2 1,D,MO,YES,12.9,0.000,1.000,5227.78,-1.53,26.00,12.9,5227.78,0.0,0.00,0.0,27.0,4,5247.55
200746,GAINESVILLE 1,D,MO,YES,8.0,0.000,1.000,2372.69,-1.66,63.08,8.0,2372.69,0.0,-0.00,0.0,17.9,4,2385.95
200747,GREENFIELD 5 1,D,MO,YES,4.2,0.000,1.000,2443.82,-1.70,18.86,4.2,2443.82,0.0,0.00,0.0,10.0,4,2450.97
200748,HARTVILLE 1,D,MO,YES,5.4,0.000,1.000,2394.56,-1.81,13.37,5.4,2394.56,0.0,0.00,0.0,13.5,4,2404.35
200749,HERMITAGE 4 1,D,MO,YES,4.6,0.000,1.000,1607.12,-1.75,35.35,4.6,1607.12,0.0,-0.00,0.0,8.7,4,1615.16
200751,HOLLISTER 2,D,MO,YES,11.5,0.000,1.000,6606.04,-1.46,30.22,11.5,6606.04,0.0,0.00,0.0,27.7,4,6622.87
200752,HUMANSVILLE 1 1,D,MO,YES,4.3,0.000,1.000,2812.42,-1.68,26.67,4.3,2812.42,0.0,0.00,0.0,11.8,4,2819.64
200753,HUMANSVILLE 2 1,D,MO,YES,3.6,0.000,1.000,1510.43,-1.62,60.00,3.6,1510.43,0.0,-0.00,0.0,8.2,4,1516.27
200754,KIRBYVILLE 1,D,MO,YES,6.0,0.000,1.000,1402.19,-1.57,30.00,6.0,1402.19,0.0,0.00,0.0,13.1,4,1411.60
200755,LAMPE 1,D,MO,YES,7.9,0.000,1.000,2633.53,-1.50,43.82,7.9,2633.53,0.0,0.00,0.0,17.5,4,2645.40
200756,LOCKWOOD 1,D,MO,YES,4.5,0.000,1.000,1981.46,-1.67,66.94,4.5,1981.46,0.0,-0.00,0.0,9.9,4,1988.98
200757,CABOOL 1 1,D,MO,YES,4.8,0.000,1.000,2711.69,-1.79,9.92,4.8,2711.69,0.0,-0.00,0.0,12.5,4,2720.27
200758,CABOOL 2 1,D,MO,YES,2.7,0.000,1.000,970.54,-1.77,30.46,2.7,970.54,0.0,-0.00,0.0,5.7,4,975.31
200759,MANSFIELD 8 1,D,MO,YES,6.1,0.000,1.000,2904.94,-1.79,17.73,6.1,2904.94,0.0,-0.00,0.0,13.9,4,2915.89
200760,MARSHFIELD 6 1,D,MO,YES,7.2,0.000,1.000,2083.84,-1.87,6.27,7.2,2083.84,0.0,-0.00,0.0,15.3,4,2097.28
200761,MARSHFIELD 7 1,D,MO,YES,8.9,0.000,1.000,3009.14,-1.86,70.27,8.9,3009.14,0.0,0.00,0.0,18.0,4,3025.66
200762,MARSHFIELD 8 1,D,MO,YES,4.9,0.000,1.000,1535.25,-1.84,65.56,4.9,1535.25,0.0,-0.00,0.0,15.3,4,1544.27
200763,MONETT 1 1,D,MO,YES,14.9,0.000,1.000,8458.88,-1.58,30.00,14.9,8458.88,0.0,-0.00,0.0,32.7,4,8482.41
200764,MONETT 2 1,D,MO,YES,7.5,0.000,1.000,602.35,-1.56,15.08,7.5,602.35,0.0,-0.00,0.0,16.7,4,614.05
200765,MOUNTAIN GROVE 1 1,D,MO,YES,9.8,0.000,1.000,5440.48,-1.35,24.09,9.8,5440.48,0.0,0.00,0.0,21.5,4,5453.75
200766,MOUNTAIN GROVE 2 1,D,MO,YES,5.1,0.000,1.000,1703.12,-1.79,32.51,5.1,1703.12,0.0,0.00,0.0,10.7,4,1712.27
200767,MOUNT VERNON 5 1,D,MO,YES,9.6,0.000,1.000,4580.00,-1.63,36.02,9.6,4580.00,0.0,0.00,0.0,23.1,4,4595.67
200768,MOUNT VERNON 6 1,D,MO,YES,3.6,0.000,1.000,1472.13,-1.61,26.32,3.6,1472.13,0.0,0.00,0.0,9.0,4,1477.91
200769,NIANGUA 1,D,MO,YES,2.1,0.000,1.000,487.63,-1.81,59.65,2.1,487.63,0.0,-0.00,0.0,5.3,4,491.44
200770,NIXA 1 1,D,MO,YES,14.1,0.000,1.000,2642.29,-1.81,34.59,14.1,2642.29,0.0,-0.00,0.0,35.5,4,2667.79
200771,NIXA 2 1,D,MO,YES,9.0,0.000,1.000,2235.85,-1.96,37.79,9.0,2235.85,0.0,-0.00,0.0,23.8,4,2253.45
200772,NIXA 3 1,D,MO,YES,9.8,0.000,1.000,4591.84,-1.83,9.04,9.8,4591.84,0.0,-0.00,0.0,23.8,4,4609.75
200773,NORWOOD 1,D,MO,YES,4.0,0.000,1.000,949.35,-1.74,16.84,4.0,949.35,0.0,0.00,0.0,8.0,4,956.32
200774,OZARK 4 1,D,MO,YES,9.5,0.000,1.000,3950.73,-1.96,34.00,9.5,3950.73,0.0,-0.00,0.0,22.8,4,3969.39
200775,OZARK 5 1,D,MO,YES,15.8,0.000,1.000,8107.83,-1.96,34.96,15.8,8107.83,0.0,-0.00,0.0,33.5,4,8138.81
200776,OZARK 6 1,D,MO,YES,10.1,0.000,1.000,904.37,-1.96,23.55,10.1,904.37,0.0,-0.00,0.0,22.8,4,924.19
200777,PURDY 1 1,D,MO,YES,3.5,0.000,1.000,1440.88,-1.48,70.54,3.5,1440.88,0.0,-0.00,0.0,11.6,4,1446.05
200778,PURDY 2 1,D,MO,YES,7.4,0.000,1.000,2403.05,-1.45,34.97,7.4,2403.05,0.0,0.00,0.0,18.5,4,2413.81
200779,REEDS SPRING 1,D,MO,YES,8.9,0.000,1.000,5995.39,-1.52,130.24,8.9,5995.39,0.0,-0.00,0.0,21.1,4,6008.93
200780,REPUBLIC 1 1,D,MO,YES,5.4,0.000,1.000,1814.11,-1.86,26.56,5.4,1814.11,0.0,0.00,0.0,14.0,4,1824.16
200781,REPUBLIC 2 1,D,MO,YES,7.4,0.000,1.000,2673.35,-1.81,64.19,7.4,2673.35,0.0,0.00,0.0,19.0,4,2686.74
200782,REPUBLIC 3 1,D,MO,YES,9.4,0.000,1.000,1520.81,-1.86,17.52,9.4,1520.81,0.0,-0.00,0.0,24.7,4,1538.31
200783,REPUBLIC 4 1,D,MO,YES,8.6,0.000,1.000,2207.05,-1.83,34.31,8.6,2207.05,0.0,-0.00,0.0,22.0,4,2222.78
200784,ROGERSVILLE 1,D,MO,YES,21.5,0.000,1.000,2862.23,-1.94,27.04,21.5,2862.23,0.0,0.00,0.0,42.0,4,2904.02
200785,SELIGMAN 1 1,D,MO,YES,4.5,0.000,1.000,2645.34,-1.43,8.62,4.5,2645.34,0.0,0.00,0.0,12.0,4,2651.78
200786,SEYMOUR 7 1,D,MO,YES,3.8,0.000,1.000,1799.59,-1.84,15.91,3.8,1799.59,0.0,0.00,0.0,8.4,4,1806.60
